SETOR;SUBSETOR;PRODUTO;NCM;DESC_NCM;IND_MAPA;IND_OMC;DESC_ISIC_SECAO;IND_PRODUTO_AGRO_ONI
ANIMAIS VIVOS (EXCETO PESCADOS);ABELHAS VIVAS;ABELHAS VIVAS;1064100;ABELHAS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);AVES DE RAPINA VIVAS;AVES DE RAPINA VIVAS;1063100;AVES DE RAPINA,VIVAS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);AVESTRUZES VIVAS;AVESTRUZES VIVAS;1060010;AVESTRUZES 'STRUTHIO CAMELUS' PARA REPRODUCAO;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);AVESTRUZES VIVAS;AVESTRUZES VIVAS;1063310;AVESTRUZES (STRUTHIO CAMELUS), PARA REPRODUCAO;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);AVESTRUZES VIVAS;AVESTRUZES VIVAS;1063390;OUTROS AVESTRUZES;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);AVESTRUZES VIVAS;AVESTRUZES VIVAS;1063910;AVESTRUZES PARA REPRODUCAO;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);BOVINOS E BUBALINOS VIVOS;BOVINOS VIVOS;1021010;BOVINOS REPRODUT.DE RACA PURA,PRENHE OU COM CRIA AO PE;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);BOVINOS E BUBALINOS VIVOS;BOVINOS VIVOS;1021090;BOVINOS REPRODUT.DE RACA PURA,EXC.PRENHE/COM CRIA AO PE;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);BOVINOS E BUBALINOS VIVOS;BOVINOS VIVOS;1022110;BOVINOS REPRODUTORES RACA PURA, PRENHE OU C/ CRIA AO PE;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);BOVINOS E BUBALINOS VIVOS;BOVINOS VIVOS;1022190;OUTROS BOVINOS REPRODUTORES DE RACA PURA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);BOVINOS E BUBALINOS VIVOS;BOVINOS VIVOS;1022911;OUTROS BOVINOS PARA REPRODUCAO, PRENHE OU C/ CRIA AO PE;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);BOVINOS E BUBALINOS VIVOS;BOVINOS VIVOS;1022919;OUTROS BOVINOS PARA REPRODUCAO;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);BOVINOS E BUBALINOS VIVOS;BOVINOS VIVOS;1022990;OUTROS BOVINOS VIVOS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);BOVINOS E BUBALINOS VIVOS;BOVINOS VIVOS;1029000;OUTROS ANIMAIS VIVOS DA ESPECIE BOVINA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);BOVINOS E BUBALINOS VIVOS;BOVINOS VIVOS;1029011;OUTS.BOVINOS PARA REPRODUCAO,PRENHES OU COM CRIA AO PE;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);BOVINOS E BUBALINOS VIVOS;BOVINOS VIVOS;1029019;OUTS.BOVINOS PARA REPRODUCAO;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);BOVINOS E BUBALINOS VIVOS;BOVINOS VIVOS;1029090;OUTROS BOVINOS VIVOS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);BOVINOS E BUBALINOS VIVOS;BUBALINOS VIVOS;1023110;BUFALOS REPRODUTORES DE RACA PURA, PRENHE OU COM CRIA A;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);BOVINOS E BUBALINOS VIVOS;BUBALINOS VIVOS;1023190;OUTROS BUFALOS PARA REPRODUCAO,EXC.REPROD. RACA PURA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);BOVINOS E BUBALINOS VIVOS;BUBALINOS VIVOS;1023911;OUTROS BUFALOS P/REPRO.,EXC.RACA PURA,PREN.OU C/CRIA PE;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);BOVINOS E BUBALINOS VIVOS;BUBALINOS VIVOS;1023919;OUTROS BUFALOS PARA REPRODUCAO,EXC.REPROD. RACA PURA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);BOVINOS E BUBALINOS VIVOS;BUBALINOS VIVOS;1023990;OUTROS BUFALOS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);CAMELOS E OUTROS CAMELIDEOS VIVOS;CAMELOS E OUTROS CAMELIDEOS VIVOS;1061300;CAMELOS E OUTROS CAMELIDEOS (CAMELIDAE);1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);CAVALOS, ASININOS E MUARES VIVOS;ASININOS E MUARES VIVOS;1011090;ASININOS E MUARES,REPRODUTORES DE RACA PURA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);CAVALOS, ASININOS E MUARES VIVOS;ASININOS E MUARES VIVOS;1012000;ASININOS E MUARES VIVOS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);CAVALOS, ASININOS E MUARES VIVOS;ASININOS E MUARES VIVOS;1013000;ANIMAIS ESPECIE ASININA/MUAR, REPRODUTORES DE RACA PURA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);CAVALOS, ASININOS E MUARES VIVOS;ASININOS E MUARES VIVOS;1019000;ANIMAIS ESPECIE ASININA/MUAR, EXCETO REPROD. RACA PURA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);CAVALOS, ASININOS E MUARES VIVOS;ASININOS E MUARES VIVOS;1019090;ASININOS E MUARES.VIVOS,EXC.REPRODUTORES DE RACA PURA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);CAVALOS, ASININOS E MUARES VIVOS;CAVALOS VIVOS;1011010;CAVALOS REPRODUTORES DE RACA PURA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);CAVALOS, ASININOS E MUARES VIVOS;CAVALOS VIVOS;1011100;CAVALOS REPRODUTORES,DE RACA PURA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);CAVALOS, ASININOS E MUARES VIVOS;CAVALOS VIVOS;1011900;OUTROS CAVALOS,VIVOS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);CAVALOS, ASININOS E MUARES VIVOS;CAVALOS VIVOS;1012100;CAVALOS REPRODUTORES DE RACA PURA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);CAVALOS, ASININOS E MUARES VIVOS;CAVALOS VIVOS;1012900;CAVALOS VIVOS, EXCETO REPRODUTORES DE RACA PURA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);CAVALOS, ASININOS E MUARES VIVOS;CAVALOS VIVOS;1019010;CAVALOS VIVOS EXCETO REPRODUTORES DE RACA PURA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);COELHOS E LEBRES VIVOS;COELHOS E LEBRES VIVOS;1061400;COELHOS E LEBRES;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);GALINHAS DANGOLA VIVAS;GALINHAS DANGOLA VIVAS;1051500;GALINHAS DANGOLA - PINTADAS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);GALOS E GALINHAS VIVOS;GALOS E GALINHAS VIVOS;1051110;GALOS/GALINHAS(PINTOS),P<=185G,LINHA PURA/HIBR.P/REPROD;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);GALOS E GALINHAS VIVOS;GALOS E GALINHAS VIVOS;1051190;OUTROS GALOS E GALINHAS (PINTOS),VIVOS,DE PESO<=185G;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);GALOS E GALINHAS VIVOS;GALOS E GALINHAS VIVOS;1059200;OUTROS GALOS E GALINHAS,VIVOS,DE PESO<=2.000G;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);GALOS E GALINHAS VIVOS;GALOS E GALINHAS VIVOS;1059300;GALOS E GALINHAS,VIVOS,DE PESO SUPERIOR A 2.000G;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);GALOS E GALINHAS VIVOS;GALOS E GALINHAS VIVOS;1059400;GALOS E GALINHAS,VIVOS,DE PESO>185G;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);GANSOS VIVOS;GANSOS VIVOS;1051400;GANSOS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);OUTROS ANIMAIS VIVOS;OUTROS ANIMAIS VIVOS;1051900;PATOS,GANSOS,GALINHAS D'ANGOLA (FILHOTES),VIVOS,P<=185G;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);OUTROS ANIMAIS VIVOS;OUTROS ANIMAIS VIVOS;1059900;PATOS,GANSOS,PERUS,PERUAS,ETC.VIVOS,DE PESO>185G;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);OUTROS ANIMAIS VIVOS;OUTROS ANIMAIS VIVOS;1060000;OUTROS ANIMAIS VIVOS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);OUTROS ANIMAIS VIVOS;OUTROS ANIMAIS VIVOS;1060090;OUTROS ANIMAIS VIVOS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);OUTROS ANIMAIS VIVOS;OUTROS ANIMAIS VIVOS;1061200;BALEIAS,GOLFINHOS,MARSUINOS,PEIXES-BOI E DUGONGOS,VIVOS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);OUTROS ANIMAIS VIVOS;OUTROS ANIMAIS VIVOS;1061900;OUTROS MAMIFEROS VIVOS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);OUTROS ANIMAIS VIVOS;OUTROS ANIMAIS VIVOS;1063900;OUTRAS AVES VIVAS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);OUTROS ANIMAIS VIVOS;OUTROS ANIMAIS VIVOS;1063990;OUTRAS AVES VIVAS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);OUTROS ANIMAIS VIVOS;OUTROS ANIMAIS VIVOS;1064900;OUTROS INSETOS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);OUTROS ANIMAIS VIVOS;OUTROS ANIMAIS VIVOS;1069000;OUTROS ANIMAIS VIVOS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);OVINOS E CAPRINOS VIVOS;CAPRINOS VIVOS;1042010;CAPRINOS REPRODUTORES DE RACA PURA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);OVINOS E CAPRINOS VIVOS;CAPRINOS VIVOS;1042090;OUTS.CAPRINOS VIVOS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);OVINOS E CAPRINOS VIVOS;OVINOS VIVOS;1041011;OVINOS REPRODUT.DE RACA PURA,PRENHES OU COM CRIA AO PE;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);OVINOS E CAPRINOS VIVOS;OVINOS VIVOS;1041019;OUTS.OVINOS REPRODUTORES DE RACA PURA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);OVINOS E CAPRINOS VIVOS;OVINOS VIVOS;1041090;OVINOS VIVOS EXCETO OS REPRODUTORES DE RACA PURA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);PATOS VIVOS;PATOS VIVOS;1051300;PATOS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);PERUS VIVOS;PERUS VIVOS;1051200;PERUAS E PERUS (FILHOTES),VIVOS,DE PESO<=185G;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);PRIMATAS VIVOS;PRIMATAS VIVOS;1061100;PRIMATAS VIVOS;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);PSITACIFORMES (INCL.OS PAPAGAIOS,AS ARARAS,ETC) VIVOS;PSITACIFORMES (INCL.OS PAPAGAIOS,AS ARARAS,ETC) VIVOS;1063200;PSITACIFORMES VIVOS (INCL.OS PAPAGAIOS,AS ARARAS,ETC);1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);RÉPTEIS VIVOS;RÉPTEIS VIVOS;1062000;REPTEIS VIVOS (INCL.AS SERPENTES E TARTARUGAS MARINHAS);1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);SUÍNOS VIVOS;SUÍNOS VIVOS;1031000;SUINOS REPRODUTORES DE RACA PURA;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);SUÍNOS VIVOS;SUÍNOS VIVOS;1039100;OUTROS SUINOS VIVOS,DE PESO INFERIOR A 50KG;1;1;Agropecuária;1
ANIMAIS VIVOS (EXCETO PESCADOS);SUÍNOS VIVOS;SUÍNOS VIVOS;1039200;OUTROS SUINOS VIVOS,DE PESO IGUAL OU SUPERIOR A 50KG;1;1;Agropecuária;1
BEBIDAS;BEBIDAS ALCÓOLICAS;CACHAÇA;22084000;CACHACA E CANINHA (RUM E TAFIA);1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;CERVEJA;22030000;CERVEJAS DE MALTE;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;OUTRAS BEBIDAS ALCÓOLICAS;22060010;SIDRA;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;OUTRAS BEBIDAS ALCÓOLICAS;22060090;OUTS.BEBIDAS FERMENTADAS E MISTURAS DE BEBIDAS FERMENT.;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;OUTRAS BEBIDAS ALCÓOLICAS;22072020;AGUARDENTE DESNATURADO COM QUALQUER TEOR ALCOOLICO;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;OUTRAS BEBIDAS ALCÓOLICAS;22082000;AGUARDENTE DE VINHO OU DE BAGACO DE UVAS;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;OUTRAS BEBIDAS ALCÓOLICAS;22085000;GIM E GENEBRA;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;OUTRAS BEBIDAS ALCÓOLICAS;22087000;LICORES;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;OUTRAS BEBIDAS ALCÓOLICAS;22089000;OUTRAS BEBIDAS ALCOOLICAS;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;UÍSQUE;22083010;UISQUES,VOL.TEOR ALCOOLICO>50%,RECIPS.CAPAC>=50 LITROS;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;UÍSQUE;22083020;UISQUES,EMBALAGENS DE CAPACIDADE<=2 LITROS;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;UÍSQUE;22083090;OUTROS UISQUES;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;VINHO;22041010;VINHOS DE UVAS FRESCAS,TIPO CHAMPANHA ('CHAMPAGNE');1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;VINHO;22041090;OUTROS VINHOS DE UVAS FRESCAS,ESPUMANTES E ESPUMOSOS;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;VINHO;22042100;OUTS.VINHOS,MOSTOS DE UVAS,FERM.IMPED.ALCOOL,RECIPS<=2L;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;VINHO;22042211;VINHOS EM RECIPIENTES DE CAPACIDADE NÃO SUPERIOR A 5 LITROS;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;VINHO;22042219;VINHOS EM RECIPIENTES DE CAPACIDADE SUPERIOR A 5 LITROS;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;VINHO;22042220;MOSTOS DE UVAS, EM RECIPIENTES DE CAPACIDADE SUPERIOR A 2 LITROS, MAS NÃO SUPERIOR A 10 LITROS;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;VINHO;22042900;OUTROS VINHOS,MOSTOS DE UVAS,FERM.IMPED.POR ADICAO ALCO;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;VINHO;22042910;VINHOS EM RECIPIENTES DE CAPACIDADE SUPERIOR A 10 LITROS;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;VINHO;22042911;VINHOS EM RECIPIENTES DE CAPACIDADE NÇO SUP. A 5 LITROS;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;VINHO;22042919;OUTROS VINHOS DE CAPACIDADE SUPERIOR A 5 LITROS ;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;VINHO;22042920;MOSTOS;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;VINHO;22043000;OUTROS MOSTOS DE UVAS;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;VINHO;22051000;VERMUTES,OUTROS VINHOS UVAS FRESCAS,AROMATIZ.RECIP.<=2L;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;VINHO;22059000;OUTROS VERMUTES E VINHOS DE UVAS FRESCAS,AROMATIZADOS;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS ALCÓOLICAS;VODKA;22086000;VODCA;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS NÃO ALCOÓLICAS;OUTRAS BEBIDAS NÃO ALCOÓLICAS;22011000;AGUA MINERAL/GASEIF.N/ADICION.ACUCAR,N/AROMATIZADA,ETC.;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS NÃO ALCOÓLICAS;OUTRAS BEBIDAS NÃO ALCOÓLICAS;22019000;OUTRAS AGUAS,SEM ACUCAR,N/AROMATIZADAS,ETC.GELO E NEVE;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS NÃO ALCOÓLICAS;OUTRAS BEBIDAS NÃO ALCOÓLICAS;22029100;CERVEJA SEM ÁLCOOL;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS NÃO ALCOÓLICAS;OUTRAS BEBIDAS NÃO ALCOÓLICAS;22029900;OUTRAS BEBIDAS NÃO-ALCOÓLICAS (EXCETO ÁGUA, CERVEJA SEM ÁLCOOL E ITENS DA POSIÇÃO 20.09);1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS NÃO ALCOÓLICAS;REFRIGERANTE;22021000;AGUA INCL.MINERAL/GASEIF.ADICION.ACUCAR,AROMATIZADA,ETC;1;1;Indústria de Transformação;0
BEBIDAS;BEBIDAS NÃO ALCOÓLICAS;REFRIGERANTE;22029000;OUTRAS BEBIDAS N/ALCOOLICAS,EXC.SUCO FRUTAS,PRODS.HORTS;1;1;Indústria de Transformação;0
BEBIDAS;PREPARAÇÕES P/ ELABORAÇÃO DE BEBIDAS;PREPARAÇÕES P/ ELABORAÇÃO DE BEBIDAS;21069010;OUTRAS PREPARACOES PARA ELABORACAO DE BEBIDAS;1;1;Indústria de Transformação;0
CACAU E SEUS PRODUTOS;CACAU INTEIRO OU PARTIDO;CACAU INTEIRO OU PARTIDO;18010000;CACAU INTEIRO OU PARTIDO,EM BRUTO OU TORRADO;1;1;Agropecuária;1
CACAU E SEUS PRODUTOS;PRODUTOS DO CACAU;CACAU EM PÓ;18050000;CACAU EM PO,SEM ADICAO DE ACUCAR OU OUTROS EDULCORANTES;1;1;Indústria de Transformação;0
CACAU E SEUS PRODUTOS;PRODUTOS DO CACAU;CACAU EM PÓ;18061000;CACAU EM PO,COM ADICAO DE ACUCAR OU OUTROS EDULCORANTES;1;1;Indústria de Transformação;0
CACAU E SEUS PRODUTOS;PRODUTOS DO CACAU;CHOCOLATE E PREPARAÇÕES ALIM. CONT. CACAU;18062000;OUTS.PREPARS.ALIMENT.C/CACAU,EM BLOCOS,BARRAS,P>2KG,ETC;1;1;Indústria de Transformação;0
CACAU E SEUS PRODUTOS;PRODUTOS DO CACAU;CHOCOLATE E PREPARAÇÕES ALIM. CONT. CACAU;18063110;CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS;1;1;Indústria de Transformação;0
CACAU E SEUS PRODUTOS;PRODUTOS DO CACAU;CHOCOLATE E PREPARAÇÕES ALIM. CONT. CACAU;18063120;OUTRAS PREPARS.ALIMENT.C/CACAU,RECHEAD.EM TABLETES,ETC.;1;1;Indústria de Transformação;0
CACAU E SEUS PRODUTOS;PRODUTOS DO CACAU;CHOCOLATE E PREPARAÇÕES ALIM. CONT. CACAU;18063210;CHOCOLATE NAO RECHEADO,EM TABLETES,BARRAS E PAUS;1;1;Indústria de Transformação;0
CACAU E SEUS PRODUTOS;PRODUTOS DO CACAU;CHOCOLATE E PREPARAÇÕES ALIM. CONT. CACAU;18063220;OUTS.PREPARS.ALIMENT.C/CACAU,N/RECHEAD.EM TABLETES,ETC.;1;1;Indústria de Transformação;0
CACAU E SEUS PRODUTOS;PRODUTOS DO CACAU;CHOCOLATE E PREPARAÇÕES ALIM. CONT. CACAU;18069000;OUTROS CHOCOLATES E PREPARACOES ALIMENTICIAS CONT.CACAU;1;1;Indústria de Transformação;0
CACAU E SEUS PRODUTOS;PRODUTOS DO CACAU;DESPERDÍCIOS DE CACAU;18020000;CASCAS,PELICULAS E OUTROS DESPERDICIOS DE CACAU;1;1;Outros Produtos;1
CACAU E SEUS PRODUTOS;PRODUTOS DO CACAU;MANTEIGA, GORDURA E OLEO DE CACAU;18040000;MANTEIGA,GORDURA E OLEO,DE CACAU;1;1;Indústria de Transformação;0
CACAU E SEUS PRODUTOS;PRODUTOS DO CACAU;PASTA DE CACAU;18031000;PASTA DE CACAU,NAO DESENGORDURADA;1;1;Indústria de Transformação;0
CACAU E SEUS PRODUTOS;PRODUTOS DO CACAU;PASTA DE CACAU;18032000;PASTA DE CACAU,TOTAL OU PARCIALMENTE DESENGORDURADA;1;1;Indústria de Transformação;0
CAFÉ;CAFÉ VERDE E CAFÉ TORRADO;CAFÉ TORRADO;9012100;CAFE TORRADO,NAO DESCAFEINADO;1;1;Indústria de Transformação;0
CAFÉ;CAFÉ VERDE E CAFÉ TORRADO;CAFÉ TORRADO;9012200;CAFE TORRADO,DESCAFEINADO;1;1;Indústria de Transformação;0
CAFÉ;CAFÉ VERDE E CAFÉ TORRADO;CAFÉ VERDE;9011110;CAFE NAO TORRADO,NAO DESCAFEINADO,EM GRAO;1;1;Agropecuária;1
CAFÉ;CAFÉ VERDE E CAFÉ TORRADO;CAFÉ VERDE;9011190;CAFE NAO TORRADO,NAO DESCAFEINADO,EXCETO EM GRAO;1;1;Agropecuária;1
CAFÉ;CAFÉ VERDE E CAFÉ TORRADO;CAFÉ VERDE;9011200;CAFE NAO TORRADO,DESCAFEINADO;1;1;Agropecuária;1
CAFÉ;EXTRATOS DE CAFÉ E SUCEDÂNEOS DO CAFÉ;CAFÉ SOLÚVEL;21011110;CAFE SOLUVEL,MESMO DESCAFEINADO;1;1;Indústria de Transformação;0
CAFÉ;EXTRATOS DE CAFÉ E SUCEDÂNEOS DO CAFÉ;EXTRATOS, ESSÊNCIAS E CONCENTRADOS DE CAFÉ;21011190;OUTROS EXTRATOS,ESSENCIAS E CONCENTRADOS,DE CAFE;1;1;Indústria de Transformação;0
CAFÉ;EXTRATOS DE CAFÉ E SUCEDÂNEOS DO CAFÉ;EXTRATOS, ESSÊNCIAS E CONCENTRADOS DE CAFÉ;21011200;PREPARS.A BASE DE EXTRATOS,ESSENCIAS,CONCENTRAD.DE CAFE;1;1;Indústria de Transformação;0
CAFÉ;EXTRATOS DE CAFÉ E SUCEDÂNEOS DO CAFÉ;RESÍDUOS DO CAFÉ;9019000;CASCAS,PELICULAS DE CAFE E SUCEDANEOS DO CAFE;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;CARNE BOVINA in natura;2011000;CARCACAS E MEIAS-CARCACAS DE BOVINOS,FRESCAS OU REFRIG.;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;CARNE BOVINA in natura;2012010;QUARTOS DIANTEIROS N/DESOSSAD.DE BOVINOS,FRESCOS/REFRIG;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;CARNE BOVINA in natura;2012020;QUARTOS TRASEIROS N/DESOSSAD.DE BOVINOS,FRESCOS/REFRIG.;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;CARNE BOVINA in natura;2012090;OUTS.PECAS NAO DESOSSADAS DE BOVINOS,FRESCAS OU REFRIG.;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;CARNE BOVINA in natura;2013000;CARNES DESOSSADAS DE BOVINOS,FRESCAS OU REFRIGERADAS;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;CARNE BOVINA in natura;2021000;CARCACAS E MEIAS-CARCACAS,DE BOVINOS,CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;CARNE BOVINA in natura;2022010;QUARTOS DIANTEIROS NAO DESOSSADOS,DE BOVINOS,CONGELADOS;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;CARNE BOVINA in natura;2022020;QUARTOS TRASEIROS NAO DESOSSADOS,DE BOVINOS,CONGELADOS;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;CARNE BOVINA in natura;2022090;OUTRAS PECAS NAO DESOSSADAS DE BOVINOS,CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;CARNE BOVINA in natura;2023000;CARNES DESOSSADAS,DE BOVINOS,CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;CARNE BOVINA INDUSTRIALIZADA;16025000;PREPARACOES E CONSERVAS,DE BOVINOS;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;MIUDEZAS DE CARNE BOVINA;2061000;MIUDEZAS COMESTIVEIS,DE BOVINOS,FRESCAS OU REFRIGERADAS;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;MIUDEZAS DE CARNE BOVINA;2062100;LINGUAS DE BOVINOS,CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;MIUDEZAS DE CARNE BOVINA;2062200;FIGADOS DE BOVINOS,CONGELADOS;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;MIUDEZAS DE CARNE BOVINA;2062910;RABOS DE BOVINOS,CONGELADOS;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;MIUDEZAS DE CARNE BOVINA;2062990;OUTRAS MIUDEZAS COMESTIVEIS,DE BOVINOS,CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE BOVINA;MIUDEZAS DE CARNE BOVINA;2102000;CARNES DE BOVINOS,SALGADAS/EM SALMOURA/SECAS/DEFUMADAS;1;1;Indústria de Transformação;0
