SETOR;SUBSETOR;PRODUTO;NCM;DESC_NCM;IND_MAPA;IND_OMC;DESC_ISIC_SECAO;IND_PRODUTO_AGRO_ONI
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44151000;CAIXOTES,CAIXAS,ENGRADADOS,BARRICAS,ETC.DE MADEIRA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44152000;PALETES SIMPLES,PALETES-CAIXAS,ETC.DE MADEIRA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44160010;BARRIS,CUBAS,BALSAS,DORNAS,ETC.DE MADEIRA DE CARVALHO;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44160090;BARRIS,CUBAS,BALSAS,DORNAS,SELHAS,ETC.DE OUTS.MADEIRAS;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44170010;FERRAMENTAS DE MADEIRA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44170020;FORMAS,ALARGADEIRAS E ESTICADORES,DE MADEIRA,P/CALCADOS;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44170090;ARMACOES E CABOS,DE MADEIRA,DE FERRAMENTAS,ESCOVAS,ETC.;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44190000;ARTEFATOS DE MADEIRA,PARA MESA OU COZINHA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44191100;TÁBUAS PARA CORTAR PÃO, OUTRAS TÁBUAS PARA CORTAR E ARTIGOS SEMELHANTES, DE BAMBU;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44191200;PAUZINHOS (HASHI OU FACHI), DE BAMBU;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44191900;OUTROS ARTIGOS DE MADEIRA PARA MESA OU COZINHA, DE BAMBU;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44192000;OUTROS ARTIGOS PARA MESA OU COZINHA, DE MADEIRA TROPICAL;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44199000;OUTROS ARTIGOS DE MADEIRA PARA MESA OU COZINHA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44201000;ESTATUETAS E OUTROS OBJETOS,DE MADEIRA,P/ORNAMENTACAO;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44209000;MADEIRA MARCHETADA/INCRUSTADA,COFRES,ETC.DE MADEIRA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44211000;CABIDES DE MADEIRA,PARA VESTUARIO;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44212000;URNAS FUNERÁRIAS (CAIXÕES) EM MADEIRA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44219000;OUTRAS OBRAS DE MADEIRA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44219100;OUTRAS OBRAS EM BAMBU;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;44219900;OUTRAS OBRAS EM MADEIRA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;94039010;PARTES P/MOVEIS,DE MADEIRA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;94060091;OUTRAS CONSTRUCOES PRE-FABRICADAS,DE MADEIRA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;DEMAIS MADEIRAS E MANUFATURAS DE MADEIRAS;94061010;ESTUFAS, DE MADEIRA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44121000;MAD.COMP.FOLHEADA.E ESTRAT.SEMELH.DE BAMBU;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44121300;MADEIRA COMPENSADA C/FLS<=6MM,FACE DE MADEIRA TROPICAL;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44121400;MADEIRA COMPENSADA C/FLS<=6MM,FACE DE MADEIRA N/CONIFER;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44121900;OUTS.MADEIRAS COMPENSADAS,COM FOLHAS DE ESPESSURA<=6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44122200;OUTS.MADEIRAS COMPENS.FACE MAD.N/CONIF.CAMADA MAD.TROP.;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44122300;OUTS.MADEIRAS COMPENS.FACE MAD.N/CONIF.PAINEL PARTICULA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44122900;OUTS.MADEIRAS COMPENSADAS,C/FACE DE MADEIRA N/CONIFERA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44123100;MAD.COMPENS.C/FACE D/MAD.TROP.ESPESS.<6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44123200;MAD.COMP.FACE D/MAD.Ñ CONIF,ESPESSURA<6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44123300;OUTRAS, COM, PELO MENOS, UMA CAMADA EXTERIOR DE MADEIRA NÃO CONÍFERA, DAS ESPÉCIES AMIEIRO FREIXO, FAIA, BÉTULA, PRUNÓIDEA, CASTANHEIRO, OLMO EUCALIPTO, NOGUEIRA, CASTANHEIRO-DA-ÍNDIA, TÍLIA, BORDO, CARVALHO, PLÁTANO, CHOUPO,ROBÍNIA,TULIPEIRO  OU NOGUEIRA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44123400;OUTRAS MADEIRAS COMPENSADAS COM, PELO MENOS, UMA CAMADA EXTERIOR DE MADEIRA NÃO CONÍFERA, NÃO ESPECIFICADAS NA SUBPOSIÇÃO 4412.33;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44123900;OUTS.MAD.COMP.FOLHEADA,ESPESS.Ñ SUP.A 6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44124200;OUTRAS MADEIRAS MICROLAMINADAS (MICROLAMELADA) COLADA (LVL), COM, PELO MENOS, UMA CAMADA EXTERIOR DE MADEIRA NÃO CONÍFERA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44125100;Madeira compensada (contraplacada), madeira folheada, e madeiras estratificadas semelhantes, com alma aglomerada, alveolada ou lamelada, com, pelo menos, uma camada exterior de madeira tropical;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44125200;Outras madeiras compensadas (contraplacadas), madeiras folheadas e madeiras estratificadas semelhantes, com alma aglomerada, alveolada ou lamelada, com, pelo menos, uma camada exterior de madeira não conífera;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44125900;OUTRAS MADEIRAS COMPENSADAS (CONTRAPLACADAS), MADEIRAS FOLHEADAS E MADEIRAS ESTRATIFICADAS SEMELHANTES, COM ALMA AGLOMERADA, ALVEOLADA OU LAMELADA, COM AMBAS AS CAMADAS EXTERIORES DE MADEIRA DE CONÍFERAS;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44129100;MADEIRA COMPENSADA (CONTRAPLACADA), MADEIRA FOLHEADA, E MADEIRAS ESTRATIFICADAS SEMELHANTES COM, PELO MENOS, UMA CAMADA EXTERIOR DE MADEIRA TROPICAL;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44129200;OUTS.MADEIRAS COMPENSADAS,C/CAMADA DE MADEIRA TROPICAL;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44129300;OUTRAS MADEIRAS COMPENSADAS,COM PAINEL DE PARTICULAS;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44129400;OUTS.MADS. C/ALMA AGLOMER. ALVEOLADA/LAMELADA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA COMPENSADA OU CONTRAPLACADA;44129900;OUTRAS MADEIRAS COMPENSADAS,FOLHEADAS OU ESTRATIFICADAS;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA EM BRUTO;44032000;MADEIRA DE CONIFERAS,EM BRUTO;1;0;Agropecuária;1
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA EM BRUTO;44032100;MADEIRA EM BRUTO, MESMO DESCASCADA, DESALBURNADA OU ESQUADRIADA, DE PINHEIRO (PINUS SPP.), CUJA MAIOR DIMENSÃO DA SEÇÃO TRANSVERSAL É IGUAL OU SUPERIOR A 15 CM;1;0;Agropecuária;1
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA EM BRUTO;44032200;MADEIRA EM BRUTO, MESMO DESCASCADA, DESALBURNADA OU ESQUADRIADA, DE PINHEIRO (PINUS SPP.);1;0;Agropecuária;1
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA EM BRUTO;44032300;MADEIRA EM BRUTO, MESMO DESCASCADA, DESALBURNADA OU ESQUADRIADA, DE ABETO (ABIES SPP.) E DE ESPRUCE (PICEA SPP.), CUJA MAIOR DIMENSÃO DA SEÇÃO TRANSVERSAL É IGUAL OU SUPERIOR A 15 CM;1;0;Agropecuária;1
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA EM BRUTO;44032600;OUTRAS MADEIRAS EM BRUTO, MESMO DESCASCADA, DESALBURNADA OU ESQUADRIADA, DE CONÍFERAS;1;0;Agropecuária;1
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA EM BRUTO;44034100;MADEIRA DE DARK OU LIGHT RED MERANTI,ETC.EM BRUTO;1;0;Agropecuária;1
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA EM BRUTO;44034900;OUTRAS MADEIRAS TROPICAIS,EM BRUTO;1;0;Agropecuária;1
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA EM BRUTO;44039100;MADEIRA DE CARVALHO (QUERCUS SPP),EM BRUTO;1;0;Agropecuária;1
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA EM BRUTO;44039200;MADEIRA DE FAIA (FAGUS SPP),EM BRUTO;1;0;Agropecuária;1
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA EM BRUTO;44039400;MADEIRA EM BRUTO, MESMO DESCASCADA, DESALBURNADA OU ESQUADRIADA, DE FAIA (FAGUS SPP.), OUTRAS;1;0;Agropecuária;1
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA EM BRUTO;44039500;MADEIRA EM BRUTO, MESMO DESCASCADA, DESALBURNADA OU ESQUADRIADA, DE BÉTULA (VIDOEIRO) (BETULA SPP.), CUJA MAIOR DIMENSÃO DA SEÇÃO TRANSVERSAL É IGUAL OU SUPERIOR A 15 CM;1;0;Agropecuária;1
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA EM BRUTO;44039700;MADEIRA EM BRUTO, MESMO DESCASCADA, DESALBURNADA OU ESQUADRIADA, DE CHOUPO (ÁLAMO) (POPULUS SPP.);1;0;Agropecuária;1
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA EM BRUTO;44039800;MADEIRA EM BRUTO, MESMO DESCASCADA, DESALBURNADA OU ESQUADRIADA, DE EUCALIPTO (EUCALYPTUS SPP.);1;0;Agropecuária;1
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA EM BRUTO;44039900;OUTRAS MADEIRAS EM BRUTO;1;0;Agropecuária;1
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA EM ESTILHAS OU EM PARTÍCULAS;44012100;MADEIRA DE CONIFERAS,EM ESTILHAS OU EM PARTICULAS;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA EM ESTILHAS OU EM PARTÍCULAS;44012200;MADEIRA DE NAO CONIFERAS,EM ESTILHAS OU EM PARTICULAS;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44081010;FOLHAS DE MADEIRA,DE PINHO BRASIL,ESPESSURA<=6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44081090;FOLHAS DE OUTRAS MADEIRAS,DE CONIFERAS,ESPESSURA<=6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44081091;FOLHAS P/FOLHEADOS,ETC.DE PINHO BRASIL;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44081099;FOLHAS P/FOLHEADOS,ETC.DE OUTS.MAD.CONIFERAS;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44083100;FOLHAS DE MADEIRA,DE DARK/LIGHT RED MERANTI,ETC.E<=6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44083110;FOLHAS P/FOLHEAD.ETC.DE MAD.CONIFERA ESTRATIF;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44083190;FOLHAS P/FOLHEAD.ETC.DE DARK RED MERANTI,ETC,;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44083910;FOLHAS DE MADEIRA,DE CEDRO,ESPESSURA<=6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44083920;FOLHAS DE MADEIRA,DE PAU MARFIM,ESPESSURA<=6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44083990;FOLHAS DE OUTRAS MADEIRAS TROPICAIS,ESPESSURA<=6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44083991;FOLHAS P/FOLHEAD.COMPENSAD.ETC.DE CEDRO;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44083992;FOLHAS P/FOLHEAD.COMPENSAD.ETC.DE PAU-MARFIM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44083999;FOLHAS P/FOLHEAD.ETC.DE OUTS.MADEIRAS TROPIC.;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44089000;FOLHAS DE OUTRAS MADEIRAS,ESPESSURA<=6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44089010;FOLHAS P/FOLHEAD.ETC.DE OUTS.MAD.ESTRATIF.;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44089090;FOLHAS P/FOLHEAD.ETC.DE OUTS.MADEIRAS;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44124100;MADEIRA MICROLAMINADA (MICROLAMELADA) COLADA (LVL), COM, PELO MENOS, UMA CAMADA EXTERIOR DE MADEIRA TROPICAL;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA LAMINADA;44124900;OUTRAS MADEIRAS MICROLAMINADAS (MICROLAMELADA) COLADA (LVL), COM AMBAS AS CAMADAS EXTERIORES DE MADEIRA DE CONÍFERAS;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA PERFILADA;44091000;MADEIRA DE CONIFERAS,PERFILADA,APLAIN.POLIDA OU UNIDA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA PERFILADA;44092000;MADEIRA DE NAO CONIFERAS,PERFILADA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA PERFILADA;44092100;MADEIRA DE BAMBU PERFILADA,APLAINADA,POLIDA OU UNIDA;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA PERFILADA;44092200;MADEIRAS TROPICAIS PERFILADA (COM ESPIGAS, RANHURAS, FILETES, ENTALHES, CHANFRADA, COM JUNTAS EM V, COM CERCADURA, BOLEADA OU SEMELHANTES) AO LONGO DE UMA OU MAIS BORDAS, FACES OU EXTREMIDADES, MESMO APLAINADA, LIXADA OU UNIDA PELAS EXTREMIDADES;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA PERFILADA;44092900;OUTS MADEIRAS NAO CONIFERAS,PERFILAD.APLAIN.POLIDA,ETC.;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44071000;MADEIRA DE CONIFERAS,SERRADA/CORTADA EM FLS.ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44071100;MADEIRA SERRADA OU FENDIDA LONGITUDINALMENTE, CORTADA TRANSVERSALMENTE OU DESENROLADA, MESMO APLAINADA, LIXADA OU UNIDA PELAS EXTREMIDADES, DE ESPESSURA SUPERIOR A 6 MM, DE PINHEIRO (PINUS SPP.);1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44071200;MADEIRA SERRADA OU FENDIDA LONGITUDINALMENTE, CORTADA TRANSVERSALMENTE OU DESENROLADA, MESMO APLAINADA, LIXADA OU UNIDA PELAS EXTREMIDADES, DE ESPESSURA SUPERIOR A 6 MM, DE ABETO (ABIES SPP.) E DE ESPRUCE (PÍCEA) (PICEA SPP.);1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44071300;MADEIRA SERRADA OU FENDIDA LONGITUDINALMENTE, CORTADA TRANSVERSALMENTE OU DESENROLADA, MESMO APLAINADA, LIXADA OU UNIDA PELAS EXTREMIDADES, DE ESPESSURA SUPERIOR A 6 MM, DE S-P-F (ESPRUCE (PÍCEA) (PICEA SPP.), PINHEIRO (PINUS SPP.) E ABETO (ABIES SPP.));1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44071900;MADEIRA SERRADA OU FENDIDA LONGITUDINALMENTE, CORTADA TRANSVERSALMENTE OU DESENROLADA, MESMO APLAINADA, LIXADA OU UNIDA PELAS EXTREMIDADES, DE ESPESSURA SUPERIOR A 6 MM, DE OUTRAS CONÍFERAS;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44072100;MADEIRA MOGNO SERR. LONG. FOLHAS ESP.>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44072200;VIROLA, IMBUIA, BALSA,SERR.LONG.FLS.ESP.>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44072300;Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, lixada ou unida pelas extremidades, de espessura superior a 6 mm, de teca;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44072410;MADEIRA DE MAHOGANY,SERRADA/CORTADA EM FLS.ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44072420;MADEIRA DE IMBUIA,SERRADA/CORTADA EM FOLHAS,ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44072490;MADEIRA DE VIROLA/BALSA,SERRADA,CORT.EM FLS.ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44072500;MADEIRA DE DARK RED MERANTI,ETC.SERRADA,CORT.FLS.E>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44072600;MADEIRA DE WHITE LAUAN,ETC.SERRADA,CORT.FLS.ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44072700;MAD. SAPELLI SERR. LONG. FOLHAS ESPESS. >6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44072800;MAD. IROCO SERR. LONG. FOLHAS ESPESS. >6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44072910;MADEIRA DE CEDRO,SERRADA/CORTADA EM FOLHAS,ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44072920;MADEIRA DE IPE,SERRADA/CORTADA EM FOLHAS,ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44072930;MADEIRA DE PAU MARFIM,SERRADA/CORT.EM FLS.ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44072940;MADEIRA DE LOURO,SERRADA/CORTADA EM FOLHAS,ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44072950;MADEIRA SERRADA OU FENDIDA LONGITUDINALMENTE, CORTADA TRANSVERSALMENTE OU DESENROLADA, MESMO APLAINADA, LIXADA OU UNIDA PELAS EXTREMIDADES, DE ESPESSURA SUPERIOR A 6 MM, DE CANAFÍSTULA (PELTOPHORUM VOGELIANUM);1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44072990;OUTRAS MADEIRAS TROPICAIS,SERRADAS/CORT.FLS.ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44079100;MADEIRA DE CARVALHO,SERRADA/CORTADA EM FLS.ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44079200;MADEIRA DE FAIA,SERRADA/CORTADA EM FOLHAS,ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44079300;MADEIRA DE ÁCER SERR.LONG.FOLHAS >6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44079400;MADEIRA D/CEREJEIRA SERRADA LONG. FLS.>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44079500;MADEIAR D/FREIXO SERRADA LONG.FOLHAS >6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44079600;MADEIRA SERRADA OU FENDIDA LONGITUDINALMENTE, CORTADA TRANSVERSALMENTE OU DESENROLADA, MESMO APLAINADA, LIXADA OU UNIDA PELAS EXTREMIDADES, DE ESPESSURA SUPERIOR A 6 MM, DE BÉTULA (VIDOEIRO) (BETULA SPP.);1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44079910;MADEIRA DE CANAFISTULA,SERRADA/CORT.EM FLS.ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44079920;MADEIRA DE PEROBA,SERRADA/CORTADA EM FOLHAS,ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44079930;MADEIRA DE GUAIUVIRA,SERRADA/CORTADA EM FLS.ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44079940;MADEIRA DE CABREUVA PARDA,SERRADA/CORT.FLS.ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44079950;MADEIRA DE URUNDEI,SERRADA/CORTADA EM FLS.ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44079960;MADEIRA DE AMENDOIM,SERRADA/CORTADA EM FLS.ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44079970;MADEIRA DE ANGICO PRETO,SERRADA/CORT.EM FLS.ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MADEIRA SERRADA;44079990;OUTRAS MADEIRAS SERRADAS/CORTADAS EM FOLHAS,ETC.ESP>6MM;1;0;Indústria de Transformação;0
PRODUTOS FLORESTAIS;MADEIRA;MÓVEIS DE MADEIRA;94013100;Assentos giratórios de altura ajustável, de madeira;1;0;Indústria de Transformação;0
