NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
1,Brasil,40,Mil Reais,356,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116968,"13.12-0 Preparação e fiação de fibras têxteis naturais, exceto algodão"
1,Brasil,40,Mil Reais,12908,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116969,13.13-8 Fiação de fibras artificiais e sintéticas
1,Brasil,40,Mil Reais,2,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116970,13.14-6 Fabricação de linhas para costurar e bordar
1,Brasil,40,Mil Reais,25431,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116971,"13.2 Tecelagem, exceto malha"
1,Brasil,40,Mil Reais,14832,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116972,13.21-9 Tecelagem de fios de algodão
1,Brasil,40,Mil Reais,-,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116973,"13.22-7 Tecelagem de fios de fibras têxteis naturais, exceto algodão"
1,Brasil,40,Mil Reais,10599,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116974,13.23-5 Tecelagem de fios de fibras artificiais e sintéticas
1,Brasil,40,Mil Reais,9004,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116975,13.3 Fabricação de tecidos de malha
1,Brasil,40,Mil Reais,9004,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116976,13.30-8 Fabricação de tecidos de malha
1,Brasil,40,Mil Reais,30981,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116977,"13.4 Acabamentos em fios, tecidos e artefatos têxteis"
1,Brasil,40,Mil Reais,30981,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116978,"13.40-5 Acabamentos em fios, tecidos e artefatos têxteis"
1,Brasil,40,Mil Reais,24670,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116979,"13.5 Fabricação de artefatos têxteis, exceto vestuário"
1,Brasil,40,Mil Reais,4043,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116980,13.51-1 Fabricação de artefatos têxteis para uso doméstico
1,Brasil,40,Mil Reais,151,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116981,13.52-9 Fabricação de artefatos de tapeçaria
1,Brasil,40,Mil Reais,1585,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116982,13.53-7 Fabricação de artefatos de cordoaria
1,Brasil,40,Mil Reais,10566,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116983,"13.54-5 Fabricação de tecidos especiais, inclusive artefatos"
1,Brasil,40,Mil Reais,8325,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116984,13.59-6 Fabricação de outros produtos têxteis não especificados anteriormente
1,Brasil,40,Mil Reais,68932,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116985,14 Confecção de artigos do vestuário e acessórios
1,Brasil,40,Mil Reais,68142,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116986,14.1 Confecção de artigos do vestuário e acessórios
1,Brasil,40,Mil Reais,22620,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116987,14.11-8 Confecção de roupas íntimas
1,Brasil,40,Mil Reais,38189,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116988,"14.12-6 Confecção de peças do vestuário, exceto roupas íntimas"
1,Brasil,40,Mil Reais,3241,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116989,14.13-4 Confecção de roupas profissionais
1,Brasil,40,Mil Reais,4092,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116990,"14.14-2 Fabricação de acessórios do vestuário, exceto para segurança e proteção"
1,Brasil,40,Mil Reais,790,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116991,14.2 Fabricação de artigos de malharia e tricotagem
1,Brasil,40,Mil Reais,37,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116992,14.21-5 Fabricação de meias
1,Brasil,40,Mil Reais,753,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116993,"14.22-3 Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias"
1,Brasil,40,Mil Reais,52933,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116994,"15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados"
1,Brasil,40,Mil Reais,11957,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116995,15.1 Curtimento e outras preparações de couro
1,Brasil,40,Mil Reais,11957,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116996,15.10-6 Curtimento e outras preparações de couro
1,Brasil,40,Mil Reais,5961,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116997,15.2 Fabricação de artigos para viagem e de artefatos diversos de couro
1,Brasil,40,Mil Reais,2634,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116998,"15.21-1 Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material"
1,Brasil,40,Mil Reais,3327,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,116999,15.29-7 Fabricação de artefatos de couro não especificados anteriormente
1,Brasil,40,Mil Reais,33370,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117000,15.3 Fabricação de calçados
1,Brasil,40,Mil Reais,4007,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117001,15.31-9 Fabricação de calçados de couro
1,Brasil,40,Mil Reais,1046,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117002,15.32-7 Fabricação de tênis de qualquer material
1,Brasil,40,Mil Reais,28316,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117003,15.33-5 Fabricação de calçados de material sintético
1,Brasil,40,Mil Reais,1,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117004,15.39-4 Fabricação de calçados de materiais não especificados anteriormente
1,Brasil,40,Mil Reais,1645,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117005,"15.4 Fabricação de partes para calçados, de qualquer material"
1,Brasil,40,Mil Reais,1645,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117006,"15.40-8 Fabricação de partes para calçados, de qualquer material"
1,Brasil,40,Mil Reais,204856,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117007,16 Fabricação de produtos de madeira
1,Brasil,40,Mil Reais,120854,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117008,16.1 Desdobramento de madeira
1,Brasil,40,Mil Reais,120854,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117009,16.10-2 Desdobramento de madeira
1,Brasil,40,Mil Reais,84002,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117010,"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis"
1,Brasil,40,Mil Reais,48018,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117011,"16.21-8 Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"
1,Brasil,40,Mil Reais,12444,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117012,16.22-6 Fabricação de estruturas de madeira e de artigos de carpintaria paraconstrução
1,Brasil,40,Mil Reais,21184,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117013,16.23-4 Fabricação de artefatos de tanoaria e de embalagens de madeira
1,Brasil,40,Mil Reais,2356,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117014,"16.29-3 Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto móveis"
1,Brasil,40,Mil Reais,525085,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117015,"17 Fabricação de celulose, papel e produtos de papel"
1,Brasil,40,Mil Reais,166261,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117016,17.1 Fabricação de celulose e outras pastas para a fabricação de papel
1,Brasil,40,Mil Reais,166261,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117017,17.10-9 Fabricação de celulose e outras pastas para a fabricação de papel
1,Brasil,40,Mil Reais,126239,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117018,"17.2 Fabricação de papel, cartolina e papel-cartão"
1,Brasil,40,Mil Reais,28839,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117019,17.21-4 Fabricação de papel
1,Brasil,40,Mil Reais,97400,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117020,17.22-2 Fabricação de cartolina e papel-cartão
1,Brasil,40,Mil Reais,215751,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117021,"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado"
1,Brasil,40,Mil Reais,115234,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117022,17.31-1 Fabricação de embalagens de papel
1,Brasil,40,Mil Reais,20206,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117023,17.32-0 Fabricação de embalagens de cartolina e papel-cartão
1,Brasil,40,Mil Reais,80311,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117024,17.33-8 Fabricação de chapas e de embalagens de papelão ondulado
1,Brasil,40,Mil Reais,16834,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117025,"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado"
1,Brasil,40,Mil Reais,5677,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117026,"17.41-9 Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório"
1,Brasil,40,Mil Reais,11044,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117027,17.42-7 Fabricação de produtos de papel para usos doméstico e higiênico-sanitário
1,Brasil,40,Mil Reais,113,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117028,"17.49-4 Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente"
1,Brasil,40,Mil Reais,36080,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117029,18 Impressão e reprodução de gravações
1,Brasil,40,Mil Reais,35139,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117030,18.1 Atividade de impressão
1,Brasil,40,Mil Reais,716,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117031,"18.11-3 Impressão de jornais, livros, revistas e outras publicações periódicas"
1,Brasil,40,Mil Reais,2144,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117032,18.12-1 Impressão de material de segurança
1,Brasil,40,Mil Reais,32279,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117033,18.13-0 Impressão de materiais para outros usos
1,Brasil,40,Mil Reais,941,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117034,18.2 Serviços de pré-impressão e acabamentos gráficos
1,Brasil,40,Mil Reais,938,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117035,18.21-1 Serviços de pré-impressão
1,Brasil,40,Mil Reais,3,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117036,18.22-9 Serviços de acabamentos gráficos
1,Brasil,40,Mil Reais,-,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117037,18.3 Reprodução de materiais gravados em qualquer suporte
1,Brasil,40,Mil Reais,-,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117038,18.30-0 Reprodução de materiais gravados em qualquer suporte
1,Brasil,40,Mil Reais,1298911,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis"
1,Brasil,40,Mil Reais,X,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117040,19.1 Coquerias
1,Brasil,40,Mil Reais,X,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117041,19.10-1 Coquerias
1,Brasil,40,Mil Reais,X,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117042,19.2 Fabricação de produtos derivados do petróleo
1,Brasil,40,Mil Reais,X,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117043,19.21-7 Fabricação de produtos do refino de petróleo
1,Brasil,40,Mil Reais,7294,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117044,"19.22-5 Fabricação de produtos derivados do petróleo, exceto produtos do refino"
1,Brasil,40,Mil Reais,1256235,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117045,19.3 Fabricação de biocombustíveis
1,Brasil,40,Mil Reais,1223170,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117046,19.31-4 Fabricação de álcool
1,Brasil,40,Mil Reais,33065,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117047,"19.32-2 Fabricação de biocombustíveis, exceto álcool"
1,Brasil,40,Mil Reais,2210521,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117048,20 Fabricação de produtos químicos
1,Brasil,40,Mil Reais,475208,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117049,20.1 Fabricação de produtos químicos inorgânicos
1,Brasil,40,Mil Reais,246,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117050,20.11-8 Fabricação de cloro e álcalis
1,Brasil,40,Mil Reais,125652,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117051,20.12-6 Fabricação de intermediários para fertilizantes
1,Brasil,40,Mil Reais,174267,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117052,20.13-4 Fabricação de adubos e fertilizantes
1,Brasil,40,Mil Reais,128444,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117053,20.14-2 Fabricação de gases industriais
1,Brasil,40,Mil Reais,46599,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117054,20.19-3 Fabricação de produtos químicos inorgânicos não especificados anteriormente
1,Brasil,40,Mil Reais,115973,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117055,20.2 Fabricação de produtos químicos orgânicos
1,Brasil,40,Mil Reais,X,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117056,20.21-5 Fabricação de produtos petroquímicos básicos
1,Brasil,40,Mil Reais,X,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117057,"20.22-3 Fabricação de intermediários para plastificantes, resinas e fibras"
1,Brasil,40,Mil Reais,110093,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117058,20.29-1 Fabricação de produtos químicos orgânicos não especificados anteriormente
1,Brasil,40,Mil Reais,1176847,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117059,20.3 Fabricação de resinas e elastômeros
1,Brasil,40,Mil Reais,1163096,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117060,20.31-2 Fabricação de resinas termoplásticas
1,Brasil,40,Mil Reais,4634,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117061,20.32-1 Fabricação de resinas termofixas
1,Brasil,40,Mil Reais,9117,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117062,20.33-9 Fabricação de elastômeros
1,Brasil,40,Mil Reais,639,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117063,20.4 Fabricação de fibras artificiais e sintéticas
1,Brasil,40,Mil Reais,639,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117064,20.40-1 Fabricação de fibras artificiais e sintéticas
1,Brasil,40,Mil Reais,163678,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117065,20.5 Fabricação de defensivos agrícolas e desinfestantes domissanitários
1,Brasil,40,Mil Reais,159967,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117066,20.51-7 Fabricação de defensivos agrícolas
1,Brasil,40,Mil Reais,3711,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117067,20.52-5 Fabricação de desinfestantes domissanitários
1,Brasil,40,Mil Reais,118411,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117068,"20.6 Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal"
1,Brasil,40,Mil Reais,27920,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117069,20.61-4 Fabricação de sabões e detergentes sintéticos
1,Brasil,40,Mil Reais,31341,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117070,20.62-2 Fabricação de produtos de limpeza e polimento
1,Brasil,40,Mil Reais,59150,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117071,"20.63-1 Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal"
1,Brasil,40,Mil Reais,27168,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117072,"20.7 Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins"
1,Brasil,40,Mil Reais,3726,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117073,"20.71-1 Fabricação de tintas, vernizes, esmaltes e lacas"
1,Brasil,40,Mil Reais,15814,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117074,20.72-0 Fabricação de tintas de impressão
1,Brasil,40,Mil Reais,7628,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117075,"20.73-8 Fabricação de impermeabilizantes, solventes e produtos afins"
1,Brasil,40,Mil Reais,132597,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117076,20.9 Fabricação de produtos e preparados químicos diversos
1,Brasil,40,Mil Reais,8753,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117077,20.91-6 Fabricação de adesivos e selantes
1,Brasil,40,Mil Reais,594,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117078,20.92-4 Fabricação de explosivos
1,Brasil,40,Mil Reais,30057,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117079,20.93-2 Fabricação de aditivos de uso industrial
1,Brasil,40,Mil Reais,2998,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117080,20.94-1 Fabricação de catalisadores
1,Brasil,40,Mil Reais,90195,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117081,20.99-1 Fabricação de produtos químicos não especificados anteriormente
1,Brasil,40,Mil Reais,352250,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos
1,Brasil,40,Mil Reais,988,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117083,21.1 Fabricação de produtos farmoquímicos
1,Brasil,40,Mil Reais,988,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117084,21.10-6 Fabricação de produtos farmoquímicos
1,Brasil,40,Mil Reais,351262,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117085,21.2 Fabricação de produtos farmacêuticos
1,Brasil,40,Mil Reais,303970,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117086,21.21-1 Fabricação de medicamentos para uso humano
1,Brasil,40,Mil Reais,47121,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117087,21.22-0 Fabricação de medicamentos para uso veterinário
1,Brasil,40,Mil Reais,171,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117088,21.23-8 Fabricação de preparações farmacêuticas
1,Brasil,40,Mil Reais,454215,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117089,22 Fabricação de produtos de borracha e de material plástico
1,Brasil,40,Mil Reais,191572,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117090,22.1 Fabricação de produtos de borracha
1,Brasil,40,Mil Reais,170716,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117091,22.11-1 Fabricação de pneumáticos e de câmaras-de-ar
1,Brasil,40,Mil Reais,5322,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117092,22.12-9 Reforma de pneumáticos usados
1,Brasil,40,Mil Reais,15534,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117093,22.19-6 Fabricação de artefatos de borracha não especificados anteriormente
1,Brasil,40,Mil Reais,262643,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117094,22.2 Fabricação de produtos de material plástico
1,Brasil,40,Mil Reais,40042,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117095,22.21-8 Fabricação de laminados planos e tubulares de material plástico
1,Brasil,40,Mil Reais,126046,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117096,22.22-6 Fabricação de embalagens de material plástico
1,Brasil,40,Mil Reais,22136,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117097,22.23-4 Fabricação de tubos e acessórios de material plástico para uso na construção
1,Brasil,40,Mil Reais,74419,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117098,22.29-3 Fabricação de artefatos de material plástico não especificados anteriormente
1,Brasil,40,Mil Reais,604977,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117099,23 Fabricação de produtos de minerais não-metálicos
1,Brasil,40,Mil Reais,126674,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117100,23.1 Fabricação de vidro e de produtos do vidro
1,Brasil,40,Mil Reais,18540,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117101,23.11-7 Fabricação de vidro plano e de segurança
1,Brasil,40,Mil Reais,27,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117102,23.12-5 Fabricação de embalagens de vidro
1,Brasil,40,Mil Reais,108107,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117103,23.19-2 Fabricação de artigos de vidro
1,Brasil,40,Mil Reais,34830,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117104,23.2 Fabricação de cimento
1,Brasil,40,Mil Reais,34830,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117105,23.20-6 Fabricação de cimento
1,Brasil,40,Mil Reais,230971,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117106,"23.3 Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes"
1,Brasil,40,Mil Reais,230971,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117107,"23.30-3 Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes"
1,Brasil,40,Mil Reais,94920,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117108,23.4 Fabricação de produtos cerâmicos
1,Brasil,40,Mil Reais,10837,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117109,23.41-9 Fabricação de produtos cerâmicos refratários
1,Brasil,40,Mil Reais,72852,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117110,23.42-7 Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção
1,Brasil,40,Mil Reais,11231,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117111,23.49-4 Fabricação de produtos cerâmicos não-refratários não especificados anteriormente
1,Brasil,40,Mil Reais,117582,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117112,23.9 Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos
1,Brasil,40,Mil Reais,25496,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117113,23.91-5 Aparelhamento e outros trabalhos em pedras
1,Brasil,40,Mil Reais,38160,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117114,23.92-3 Fabricação de cal e gesso
1,Brasil,40,Mil Reais,53926,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117115,23.99-1 Fabricação de produtos de minerais não-metálicos não especificados anteriormente
1,Brasil,40,Mil Reais,841752,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117116,24 Metalurgia
1,Brasil,40,Mil Reais,51821,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117117,24.1 Produção de ferro-gusa e de ferroligas
1,Brasil,40,Mil Reais,51285,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117118,24.11-3 Produção de ferro-gusa
1,Brasil,40,Mil Reais,536,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117119,24.12-1 Produção de ferroligas
1,Brasil,40,Mil Reais,252009,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117120,24.2 Siderurgia
1,Brasil,40,Mil Reais,180124,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117121,24.21-1 Produção de semiacabados de aço
1,Brasil,40,Mil Reais,380,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117122,24.22-9 Produção de laminados planos de aço
1,Brasil,40,Mil Reais,32697,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117123,24.23-7 Produção de laminados longos de aço
1,Brasil,40,Mil Reais,38808,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117124,"24.24-5 Produção de relaminados, trefilados e perfilados de aço"
1,Brasil,40,Mil Reais,214874,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117125,"24.3 Produção de tubos de aço, exceto tubos sem costura"
1,Brasil,40,Mil Reais,7569,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117126,24.31-8 Produção de tubos de aço com costura
1,Brasil,40,Mil Reais,207305,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117127,24.39-3 Produção de outros tubos de ferro e aço
1,Brasil,40,Mil Reais,233144,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117128,24.4 Metalurgia dos metais não-ferrosos
1,Brasil,40,Mil Reais,14656,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117129,24.41-5 Metalurgia do alumínio e suas ligas
1,Brasil,40,Mil Reais,33763,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117130,24.42-3 Metalurgia dos metais preciosos
1,Brasil,40,Mil Reais,72746,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117131,24.43-1 Metalurgia do cobre
1,Brasil,40,Mil Reais,111979,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117132,24.49-1 Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente
1,Brasil,40,Mil Reais,89904,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117133,24.5 Fundição
1,Brasil,40,Mil Reais,85961,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117134,24.51-2 Fundição de ferro e aço
1,Brasil,40,Mil Reais,3943,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117135,24.52-1 Fundição de metais não-ferrosos e suas ligas
1,Brasil,40,Mil Reais,242862,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117136,"25 Fabricação de produtos de metal, exceto máquinas e equipamentos"
1,Brasil,40,Mil Reais,20622,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117137,25.1 Fabricação de estruturas metálicas e obras de caldeiraria pesada
1,Brasil,40,Mil Reais,12326,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117138,25.11-0 Fabricação de estruturas metálicas
1,Brasil,40,Mil Reais,7910,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117139,25.12-8 Fabricação de esquadrias de metal
1,Brasil,40,Mil Reais,386,1,Brasil,853,Ativo imobilizado - melhorias - valor,2021,2021,117140,25.13-6 Fabricação de obras de caldeiraria pesada
