NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
1,Brasil,40,Mil Reais,17600,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116949,"10.95-3 Fabricação de especiarias, molhos, temperos e condimentos"
1,Brasil,40,Mil Reais,5811,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116950,10.96-1 Fabricação de alimentos e pratos prontos
1,Brasil,40,Mil Reais,380498,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116951,10.99-6 Fabricação de produtos alimentícios não especificados anteriormente
1,Brasil,40,Mil Reais,781533,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116952,11 Fabricação de bebidas
1,Brasil,40,Mil Reais,556106,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116953,11.1 Fabricação de bebidas alcoólicas
1,Brasil,40,Mil Reais,7610,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116954,11.11-9 Fabricação de aguardentes e outras bebidas destiladas
1,Brasil,40,Mil Reais,21663,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116955,11.12-7 Fabricação de vinho
1,Brasil,40,Mil Reais,526833,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116956,"11.13-5 Fabricação de malte, cervejas e chopes"
1,Brasil,40,Mil Reais,225427,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116957,11.2 Fabricação de bebidas não-alcoólicas
1,Brasil,40,Mil Reais,18174,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116958,11.21-6 Fabricação de águas envasadas
1,Brasil,40,Mil Reais,207253,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116959,11.22-4 Fabricação de refrigerantes e de outras bebidas não-alcoólicas
1,Brasil,40,Mil Reais,65826,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116960,12 Fabricação de produtos do fumo
1,Brasil,40,Mil Reais,51595,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116961,12.1 Processamento industrial do fumo
1,Brasil,40,Mil Reais,51595,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116962,12.10-7 Processamento industrial do fumo
1,Brasil,40,Mil Reais,14231,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116963,12.2 Fabricação de produtos do fumo
1,Brasil,40,Mil Reais,14231,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116964,12.20-4 Fabricação de produtos do fumo
1,Brasil,40,Mil Reais,248030,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116965,13 Fabricação de produtos têxteis
1,Brasil,40,Mil Reais,44035,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116966,13.1 Preparação e fiação de fibras têxteis
1,Brasil,40,Mil Reais,33981,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116967,13.11-1 Preparação e fiação de fibras de algodão
1,Brasil,40,Mil Reais,1571,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116968,"13.12-0 Preparação e fiação de fibras têxteis naturais, exceto algodão"
1,Brasil,40,Mil Reais,7442,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116969,13.13-8 Fiação de fibras artificiais e sintéticas
1,Brasil,40,Mil Reais,1041,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116970,13.14-6 Fabricação de linhas para costurar e bordar
1,Brasil,40,Mil Reais,50902,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116971,"13.2 Tecelagem, exceto malha"
1,Brasil,40,Mil Reais,27692,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116972,13.21-9 Tecelagem de fios de algodão
1,Brasil,40,Mil Reais,1244,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116973,"13.22-7 Tecelagem de fios de fibras têxteis naturais, exceto algodão"
1,Brasil,40,Mil Reais,21966,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116974,13.23-5 Tecelagem de fios de fibras artificiais e sintéticas
1,Brasil,40,Mil Reais,53934,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116975,13.3 Fabricação de tecidos de malha
1,Brasil,40,Mil Reais,53934,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116976,13.30-8 Fabricação de tecidos de malha
1,Brasil,40,Mil Reais,34954,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116977,"13.4 Acabamentos em fios, tecidos e artefatos têxteis"
1,Brasil,40,Mil Reais,34954,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116978,"13.40-5 Acabamentos em fios, tecidos e artefatos têxteis"
1,Brasil,40,Mil Reais,64205,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116979,"13.5 Fabricação de artefatos têxteis, exceto vestuário"
1,Brasil,40,Mil Reais,30571,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116980,13.51-1 Fabricação de artefatos têxteis para uso doméstico
1,Brasil,40,Mil Reais,2206,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116981,13.52-9 Fabricação de artefatos de tapeçaria
1,Brasil,40,Mil Reais,338,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116982,13.53-7 Fabricação de artefatos de cordoaria
1,Brasil,40,Mil Reais,21985,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116983,"13.54-5 Fabricação de tecidos especiais, inclusive artefatos"
1,Brasil,40,Mil Reais,9105,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116984,13.59-6 Fabricação de outros produtos têxteis não especificados anteriormente
1,Brasil,40,Mil Reais,248605,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116985,14 Confecção de artigos do vestuário e acessórios
1,Brasil,40,Mil Reais,248241,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116986,14.1 Confecção de artigos do vestuário e acessórios
1,Brasil,40,Mil Reais,44960,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116987,14.11-8 Confecção de roupas íntimas
1,Brasil,40,Mil Reais,184502,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116988,"14.12-6 Confecção de peças do vestuário, exceto roupas íntimas"
1,Brasil,40,Mil Reais,18644,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116989,14.13-4 Confecção de roupas profissionais
1,Brasil,40,Mil Reais,135,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116990,"14.14-2 Fabricação de acessórios do vestuário, exceto para segurança e proteção"
1,Brasil,40,Mil Reais,364,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116991,14.2 Fabricação de artigos de malharia e tricotagem
1,Brasil,40,Mil Reais,-,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116992,14.21-5 Fabricação de meias
1,Brasil,40,Mil Reais,364,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116993,"14.22-3 Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias"
1,Brasil,40,Mil Reais,215542,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116994,"15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados"
1,Brasil,40,Mil Reais,68494,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116995,15.1 Curtimento e outras preparações de couro
1,Brasil,40,Mil Reais,68494,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116996,15.10-6 Curtimento e outras preparações de couro
1,Brasil,40,Mil Reais,28929,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116997,15.2 Fabricação de artigos para viagem e de artefatos diversos de couro
1,Brasil,40,Mil Reais,27841,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116998,"15.21-1 Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material"
1,Brasil,40,Mil Reais,1088,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,116999,15.29-7 Fabricação de artefatos de couro não especificados anteriormente
1,Brasil,40,Mil Reais,115661,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117000,15.3 Fabricação de calçados
1,Brasil,40,Mil Reais,27073,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117001,15.31-9 Fabricação de calçados de couro
1,Brasil,40,Mil Reais,24826,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117002,15.32-7 Fabricação de tênis de qualquer material
1,Brasil,40,Mil Reais,62930,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117003,15.33-5 Fabricação de calçados de material sintético
1,Brasil,40,Mil Reais,832,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117004,15.39-4 Fabricação de calçados de materiais não especificados anteriormente
1,Brasil,40,Mil Reais,2458,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117005,"15.4 Fabricação de partes para calçados, de qualquer material"
1,Brasil,40,Mil Reais,2458,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117006,"15.40-8 Fabricação de partes para calçados, de qualquer material"
1,Brasil,40,Mil Reais,670374,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117007,16 Fabricação de produtos de madeira
1,Brasil,40,Mil Reais,216226,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117008,16.1 Desdobramento de madeira
1,Brasil,40,Mil Reais,216226,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117009,16.10-2 Desdobramento de madeira
1,Brasil,40,Mil Reais,454148,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117010,"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis"
1,Brasil,40,Mil Reais,207408,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117011,"16.21-8 Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"
1,Brasil,40,Mil Reais,188029,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117012,16.22-6 Fabricação de estruturas de madeira e de artigos de carpintaria paraconstrução
1,Brasil,40,Mil Reais,40096,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117013,16.23-4 Fabricação de artefatos de tanoaria e de embalagens de madeira
1,Brasil,40,Mil Reais,18615,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117014,"16.29-3 Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto móveis"
1,Brasil,40,Mil Reais,2867147,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117015,"17 Fabricação de celulose, papel e produtos de papel"
1,Brasil,40,Mil Reais,2331902,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117016,17.1 Fabricação de celulose e outras pastas para a fabricação de papel
1,Brasil,40,Mil Reais,2331902,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117017,17.10-9 Fabricação de celulose e outras pastas para a fabricação de papel
1,Brasil,40,Mil Reais,129093,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117018,"17.2 Fabricação de papel, cartolina e papel-cartão"
1,Brasil,40,Mil Reais,120552,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117019,17.21-4 Fabricação de papel
1,Brasil,40,Mil Reais,8541,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117020,17.22-2 Fabricação de cartolina e papel-cartão
1,Brasil,40,Mil Reais,124889,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117021,"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado"
1,Brasil,40,Mil Reais,6682,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117022,17.31-1 Fabricação de embalagens de papel
1,Brasil,40,Mil Reais,10164,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117023,17.32-0 Fabricação de embalagens de cartolina e papel-cartão
1,Brasil,40,Mil Reais,108043,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117024,17.33-8 Fabricação de chapas e de embalagens de papelão ondulado
1,Brasil,40,Mil Reais,281263,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117025,"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado"
1,Brasil,40,Mil Reais,3409,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117026,"17.41-9 Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório"
1,Brasil,40,Mil Reais,217660,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117027,17.42-7 Fabricação de produtos de papel para usos doméstico e higiênico-sanitário
1,Brasil,40,Mil Reais,60194,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117028,"17.49-4 Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente"
1,Brasil,40,Mil Reais,32847,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117029,18 Impressão e reprodução de gravações
1,Brasil,40,Mil Reais,32436,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117030,18.1 Atividade de impressão
1,Brasil,40,Mil Reais,4302,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117031,"18.11-3 Impressão de jornais, livros, revistas e outras publicações periódicas"
1,Brasil,40,Mil Reais,1550,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117032,18.12-1 Impressão de material de segurança
1,Brasil,40,Mil Reais,26584,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117033,18.13-0 Impressão de materiais para outros usos
1,Brasil,40,Mil Reais,411,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117034,18.2 Serviços de pré-impressão e acabamentos gráficos
1,Brasil,40,Mil Reais,395,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117035,18.21-1 Serviços de pré-impressão
1,Brasil,40,Mil Reais,16,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117036,18.22-9 Serviços de acabamentos gráficos
1,Brasil,40,Mil Reais,-,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117037,18.3 Reprodução de materiais gravados em qualquer suporte
1,Brasil,40,Mil Reais,-,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117038,18.30-0 Reprodução de materiais gravados em qualquer suporte
1,Brasil,40,Mil Reais,772172,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117039,"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis"
1,Brasil,40,Mil Reais,X,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117040,19.1 Coquerias
1,Brasil,40,Mil Reais,X,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117041,19.10-1 Coquerias
1,Brasil,40,Mil Reais,X,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117042,19.2 Fabricação de produtos derivados do petróleo
1,Brasil,40,Mil Reais,X,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117043,19.21-7 Fabricação de produtos do refino de petróleo
1,Brasil,40,Mil Reais,121430,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117044,"19.22-5 Fabricação de produtos derivados do petróleo, exceto produtos do refino"
1,Brasil,40,Mil Reais,650531,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117045,19.3 Fabricação de biocombustíveis
1,Brasil,40,Mil Reais,590809,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117046,19.31-4 Fabricação de álcool
1,Brasil,40,Mil Reais,59722,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117047,"19.32-2 Fabricação de biocombustíveis, exceto álcool"
1,Brasil,40,Mil Reais,2804239,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117048,20 Fabricação de produtos químicos
1,Brasil,40,Mil Reais,1084218,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117049,20.1 Fabricação de produtos químicos inorgânicos
1,Brasil,40,Mil Reais,9489,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117050,20.11-8 Fabricação de cloro e álcalis
1,Brasil,40,Mil Reais,565527,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117051,20.12-6 Fabricação de intermediários para fertilizantes
1,Brasil,40,Mil Reais,356437,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117052,20.13-4 Fabricação de adubos e fertilizantes
1,Brasil,40,Mil Reais,8601,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117053,20.14-2 Fabricação de gases industriais
1,Brasil,40,Mil Reais,144164,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117054,20.19-3 Fabricação de produtos químicos inorgânicos não especificados anteriormente
1,Brasil,40,Mil Reais,203797,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117055,20.2 Fabricação de produtos químicos orgânicos
1,Brasil,40,Mil Reais,X,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117056,20.21-5 Fabricação de produtos petroquímicos básicos
1,Brasil,40,Mil Reais,X,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117057,"20.22-3 Fabricação de intermediários para plastificantes, resinas e fibras"
1,Brasil,40,Mil Reais,149916,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117058,20.29-1 Fabricação de produtos químicos orgânicos não especificados anteriormente
1,Brasil,40,Mil Reais,140686,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117059,20.3 Fabricação de resinas e elastômeros
1,Brasil,40,Mil Reais,29122,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117060,20.31-2 Fabricação de resinas termoplásticas
1,Brasil,40,Mil Reais,59444,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117061,20.32-1 Fabricação de resinas termofixas
1,Brasil,40,Mil Reais,52120,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117062,20.33-9 Fabricação de elastômeros
1,Brasil,40,Mil Reais,49358,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117063,20.4 Fabricação de fibras artificiais e sintéticas
1,Brasil,40,Mil Reais,49358,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117064,20.40-1 Fabricação de fibras artificiais e sintéticas
1,Brasil,40,Mil Reais,663584,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117065,20.5 Fabricação de defensivos agrícolas e desinfestantes domissanitários
1,Brasil,40,Mil Reais,519555,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117066,20.51-7 Fabricação de defensivos agrícolas
1,Brasil,40,Mil Reais,144029,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117067,20.52-5 Fabricação de desinfestantes domissanitários
1,Brasil,40,Mil Reais,263621,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117068,"20.6 Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal"
1,Brasil,40,Mil Reais,70418,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117069,20.61-4 Fabricação de sabões e detergentes sintéticos
1,Brasil,40,Mil Reais,60979,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117070,20.62-2 Fabricação de produtos de limpeza e polimento
1,Brasil,40,Mil Reais,132224,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117071,"20.63-1 Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal"
1,Brasil,40,Mil Reais,82643,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117072,"20.7 Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins"
1,Brasil,40,Mil Reais,49153,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117073,"20.71-1 Fabricação de tintas, vernizes, esmaltes e lacas"
1,Brasil,40,Mil Reais,782,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117074,20.72-0 Fabricação de tintas de impressão
1,Brasil,40,Mil Reais,32708,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117075,"20.73-8 Fabricação de impermeabilizantes, solventes e produtos afins"
1,Brasil,40,Mil Reais,316332,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117076,20.9 Fabricação de produtos e preparados químicos diversos
1,Brasil,40,Mil Reais,72220,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117077,20.91-6 Fabricação de adesivos e selantes
1,Brasil,40,Mil Reais,60270,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117078,20.92-4 Fabricação de explosivos
1,Brasil,40,Mil Reais,97886,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117079,20.93-2 Fabricação de aditivos de uso industrial
1,Brasil,40,Mil Reais,2171,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117080,20.94-1 Fabricação de catalisadores
1,Brasil,40,Mil Reais,83785,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117081,20.99-1 Fabricação de produtos químicos não especificados anteriormente
1,Brasil,40,Mil Reais,542188,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117082,21 Fabricação de produtos farmoquímicos e farmacêuticos
1,Brasil,40,Mil Reais,23449,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117083,21.1 Fabricação de produtos farmoquímicos
1,Brasil,40,Mil Reais,23449,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117084,21.10-6 Fabricação de produtos farmoquímicos
1,Brasil,40,Mil Reais,518739,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117085,21.2 Fabricação de produtos farmacêuticos
1,Brasil,40,Mil Reais,472590,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117086,21.21-1 Fabricação de medicamentos para uso humano
1,Brasil,40,Mil Reais,45345,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117087,21.22-0 Fabricação de medicamentos para uso veterinário
1,Brasil,40,Mil Reais,804,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117088,21.23-8 Fabricação de preparações farmacêuticas
1,Brasil,40,Mil Reais,767045,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117089,22 Fabricação de produtos de borracha e de material plástico
1,Brasil,40,Mil Reais,127407,1,Brasil,1291,Ativo imobilizado - aquisições de terceiros e produção própria - terrenos e edificações,2021,2021,117090,22.1 Fabricação de produtos de borracha
