ano;id;sexo;faixa_et;idade;escol;av01_sesi;av02_senai;av03_sesi;av04_senai;av05_sesi;av06_senai;regiao;ocupado;faixa_renda;uf;peso_pond
2023;231017;Masculino;25 a 34;26;Superior completo;Conhece mais ou menos;Conhece bem;Boa;Ótima;Boa;Ótima;Capital;Trabalha;5 a 10 SM;AC;0.1803026174045238
2023;231033;Feminino;25 a 34;29;Médio completo;Conhece bem;Conhece bem;Ótima;Ótima;Ótima;Ótima;Capital;Trabalha;1 a 2 SM;AC;0.2713943809924055
2023;231045;Masculino;35 a 44;40;Superior completo;Conhece mais ou menos;Conhece só de ouvir falar;Boa;Boa;Boa;Boa;Interior;Trabalha;3 a 5 SM;AC;0.10415417287099696
2023;231125;Masculino;60 ou mais;60;Médio completo;Nunca ouviu falar;Conhece só de ouvir falar;nan;Ótima;nan;Ótima;Interior;Trabalha;1 a 2 SM;AC;0.07250812172685384
2023;231143;Feminino;45 a 59;58;Superior completo;Conhece mais ou menos;Conhece só de ouvir falar;Boa;Boa;Boa;Boa;Capital;Trabalha;NS/NR;AC;0.0863376770619177
2023;231161;Feminino;60 ou mais;55;Superior completo;Conhece bem;Conhece mais ou menos;Ótima;Boa;Ótima;Boa;Capital;Trabalha;5 a 10 SM;AC;0.08824183696782949
2023;231170;Feminino;25 a 34;34;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Ótima;Ótima;Capital;Trabalha;5 a 10 SM;AC;0.2713943809924055
2023;231176;Masculino;45 a 59;57;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Boa;Boa;Interior;Trabalha;5 a 10 SM;AC;0.060129265550579965
2023;231202;Feminino;35 a 44;44;Superior completo;Conhece bem;Conhece bem;Ótima;Ótima;Ótima;Ótima;Capital;Trabalha;5 a 10 SM;AC;0.11634646043301534
2023;231221;Masculino;45 a 59;58;Fund. 1 completo;Conhece bem;Conhece bem;Ótima;Ótima;Boa;Ótima;Interior;Trabalha;3 a 5 SM;AC;0.060129265550579965
2023;231240;Masculino;35 a 44;nan;Superior completo;Conhece só de ouvir falar;Conhece bem;Boa;Ótima;Boa;Ótima;Capital;Trabalha;1 a 2 SM;AC;0.10415417287099696
2023;231249;Masculino;25 a 34;35;Médio completo;Conhece mais ou menos;Conhece só de ouvir falar;Péssima;Péssima;Péssima;Péssima;Capital;Trabalha;Até 1 SM;AC;0.1803026174045238
2023;231252;Feminino;16 a 24;22;Médio completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Regular;Boa;Regular;Regular;Capital;Não trabalha;3 a 5 SM;AC;0.5648441706357159
2023;231254;Feminino;35 a 44;37;Médio completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Boa;Boa;Boa;Boa;Interior;Não trabalha;Até 1 SM;AC;0.11634646043301534
2023;231261;Masculino;45 a 59;50;Superior completo;Conhece bem;Conhece bem;Ótima;Péssima;Boa;Boa;Capital;Trabalha;Mais de 10 SM;AC;0.060129265550579965
2023;231264;Masculino;35 a 44;nan;Médio completo;Não sabe;Conhece mais ou menos;nan;Boa;nan;Ótima;Interior;Trabalha;1 a 2 SM;AC;0.10415417287099696
2023;231265;Masculino;45 a 59;48;Superior completo;Conhece só de ouvir falar;Conhece bem;Ótima;Boa;Boa;Boa;Interior;Não trabalha;1 a 2 SM;AC;0.060129265550579965
2023;231341;Masculino;45 a 59;nan;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Ótima;Ótima;Ótima;Ótima;Interior;Trabalha;5 a 10 SM;AC;0.060129265550579965
2023;231362;Feminino;25 a 34;27;Médio completo;Nunca ouviu falar;Conhece só de ouvir falar;nan;Boa;nan;Regular;Interior;Trabalha;NS/NR;AC;0.2713943809924055
2023;231390;Feminino;45 a 59;47;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Boa;Boa;Capital;Trabalha;Mais de 10 SM;AC;0.0863376770619177
2023;231415;Masculino;60 ou mais;45;Superior completo;Conhece mais ou menos;Conhece bem;Boa;Boa;Boa;Boa;Interior;Trabalha;2 a 3 SM;AC;0.07250812172685384
2023;231440;Masculino;60 ou mais;50;Médio completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Regular;Regular;Boa;Boa;Capital;Trabalha;5 a 10 SM;AC;0.07250812172685384
2023;231447;Feminino;35 a 44;38;Superior completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Não sabe;Não sabe;Boa;Boa;Capital;Trabalha;5 a 10 SM;AC;0.11634646043301534
2023;231480;Feminino;35 a 44;nan;Superior completo;Nunca ouviu falar;Conhece só de ouvir falar;nan;Boa;nan;Boa;Interior;Trabalha;1 a 2 SM;AC;0.11634646043301534
2023;231495;Masculino;25 a 34;nan;Médio completo;Nunca ouviu falar;Conhece mais ou menos;nan;Boa;nan;Boa;Interior;Trabalha;3 a 5 SM;AC;0.1803026174045238
2023;231535;Feminino;45 a 59;40;Superior completo;Conhece bem;Conhece bem;Boa;Boa;Ótima;Ótima;Capital;Trabalha;1 a 2 SM;AC;0.0863376770619177
2023;231609;Feminino;45 a 59;52;Superior completo;Conhece bem;Conhece mais ou menos;Boa;Boa;Boa;Ótima;Capital;Trabalha;2 a 3 SM;AC;0.0863376770619177
2023;231630;Masculino;16 a 24;24;Fund. 1 completo;Nunca ouviu falar;Conhece bem;nan;Não sabe;nan;Boa;Capital;Trabalha;2 a 3 SM;AC;0.4366479786438916
2023;231650;Feminino;25 a 34;nan;Superior completo;Conhece bem;Conhece só de ouvir falar;Ótima;Ótima;Ótima;Boa;Capital;Trabalha;3 a 5 SM;AC;0.2713943809924055
2023;231665;Masculino;35 a 44;43;Médio completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Regular;Boa;Interior;Trabalha;2 a 3 SM;AC;0.10415417287099696
2023;231779;Feminino;45 a 59;46;Superior completo;Nunca ouviu falar;Nunca ouviu falar;nan;nan;nan;nan;Interior;Trabalha;NS/NR;AC;0.0863376770619177
2023;231780;Feminino;45 a 59;51;Superior completo;Conhece só de ouvir falar;Conhece mais ou menos;Ótima;Não sabe;Boa;Não sabe;Interior;Trabalha;1 a 2 SM;AC;0.0863376770619177
2023;231847;Feminino;60 ou mais;67;Superior completo;Conhece bem;Conhece bem;Ótima;Ótima;Ótima;Ótima;Capital;Trabalha;Mais de 10 SM;AC;0.08824183696782949
2023;231875;Feminino;45 a 59;59;Superior completo;Conhece bem;Conhece mais ou menos;Boa;Boa;Boa;Boa;Capital;Não trabalha;Sem rendimento;AC;0.0863376770619177
2023;231897;Masculino;25 a 34;nan;Superior completo;Conhece só de ouvir falar;Conhece mais ou menos;Boa;Regular;Boa;Boa;Capital;Trabalha;2 a 3 SM;AC;0.1803026174045238
2023;231909;Masculino;45 a 59;49;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Boa;Boa;Interior;Trabalha;3 a 5 SM;AC;0.060129265550579965
2023;231971;Feminino;45 a 59;nan;Médio completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Boa;Boa;Boa;Boa;Capital;Trabalha;1 a 2 SM;AC;0.0863376770619177
2023;232013;Feminino;45 a 59;nan;Superior completo;Conhece só de ouvir falar;Nunca ouviu falar;Não sabe;nan;Não sabe;nan;Capital;Trabalha;Até 1 SM;AC;0.0863376770619177
2023;232044;Masculino;25 a 34;22;Médio completo;Nunca ouviu falar;Conhece só de ouvir falar;nan;Boa;nan;Boa;Interior;Trabalha;Até 1 SM;AC;0.1803026174045238
2023;232047;Masculino;45 a 59;52;Médio completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Boa;Boa;Capital;Trabalha;5 a 10 SM;AC;0.060129265550579965
2023;232094;Masculino;45 a 59;49;Médio completo;Conhece mais ou menos;Conhece bem;Boa;Ótima;Boa;Ótima;Interior;Trabalha;5 a 10 SM;AC;0.060129265550579965
2023;232103;Feminino;60 ou mais;nan;Superior completo;Conhece só de ouvir falar;Conhece bem;Boa;Boa;Ótima;Boa;Interior;Trabalha;2 a 3 SM;AC;0.08824183696782949
2023;232111;Masculino;60 ou mais;45;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Boa;Boa;Capital;Trabalha;3 a 5 SM;AC;0.07250812172685384
2023;232140;Feminino;45 a 59;nan;Médio completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Boa;Não sabe;Não sabe;Não sabe;Interior;Trabalha;Até 1 SM;AC;0.0863376770619177
2023;232142;Feminino;60 ou mais;56;Médio completo;Conhece só de ouvir falar;Conhece mais ou menos;Boa;Ótima;Regular;Boa;Capital;Trabalha;Mais de 10 SM;AC;0.08824183696782949
2023;232201;Feminino;35 a 44;42;Superior completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Boa;Boa;Ótima;Boa;Interior;Trabalha;2 a 3 SM;AC;0.11634646043301534
2023;232217;Feminino;60 ou mais;70;Médio completo;Conhece bem;Conhece bem;Boa;Boa;Boa;Boa;Capital;Trabalha;3 a 5 SM;AC;0.08824183696782949
2023;232278;Masculino;45 a 59;45;Superior completo;Conhece mais ou menos;Nunca ouviu falar;Ótima;nan;Ótima;nan;Capital;Trabalha;5 a 10 SM;AC;0.060129265550579965
2023;232301;Masculino;16 a 24;17;Médio completo;Nunca ouviu falar;Conhece mais ou menos;nan;Regular;nan;Boa;Interior;Trabalha;1 a 2 SM;AC;0.4366479786438916
2023;232321;Masculino;60 ou mais;62;Fund. 2 completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Regular;Ótima;Regular;Boa;Capital;Não trabalha;Até 1 SM;AC;0.07250812172685384
2023;232340;Feminino;25 a 34;29;Médio completo;Nunca ouviu falar;Conhece mais ou menos;nan;Ótima;nan;Ótima;Capital;Não trabalha;Até 1 SM;AC;0.2713943809924055
2023;232372;Masculino;25 a 34;32;Superior completo;Conhece só de ouvir falar;Conhece bem;Ótima;Ótima;Boa;Boa;Capital;Trabalha;Mais de 10 SM;AC;0.1803026174045238
2023;232391;Masculino;16 a 24;nan;Médio completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Não sabe;Não sabe;Boa;Boa;Região metropolitana;Trabalha;5 a 10 SM;AC;0.4366479786438916
2023;232425;Masculino;45 a 59;50;Médio completo;Conhece só de ouvir falar;Conhece bem;Boa;Ótima;Ótima;Ótima;Capital;Trabalha;2 a 3 SM;AC;0.060129265550579965
2023;232426;Masculino;35 a 44;39;Superior completo;Conhece bem;Conhece bem;Boa;Boa;Boa;Boa;Capital;Trabalha;Mais de 10 SM;AC;0.10415417287099696
2023;232489;Masculino;60 ou mais;55;Superior completo;Conhece bem;Conhece bem;Ótima;Ótima;Ótima;Ótima;Interior;Trabalha;Mais de 10 SM;AC;0.07250812172685384
2023;232524;Feminino;35 a 44;43;Fund. 1 completo;Conhece mais ou menos;Nunca ouviu falar;Boa;nan;Ótima;nan;Interior;Não trabalha;Até 1 SM;AC;0.11634646043301534
2023;232547;Masculino;35 a 44;38;Médio completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Boa;Boa;Boa;Ótima;Interior;Não trabalha;Até 1 SM;AC;0.10415417287099696
2023;232580;Masculino;45 a 59;40;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Regular;Regular;Boa;Boa;Capital;Trabalha;2 a 3 SM;AC;0.060129265550579965
2023;232582;Masculino;45 a 59;nan;Fund. 2 completo;Conhece só de ouvir falar;Conhece bem;Boa;Boa;Boa;Regular;Capital;Trabalha;Até 1 SM;AC;0.060129265550579965
2023;232621;Feminino;60 ou mais;72;Médio completo;Conhece bem;Conhece mais ou menos;Ótima;Boa;Boa;Boa;Capital;Não trabalha;1 a 2 SM;AC;0.08824183696782949
2023;232623;Masculino;60 ou mais;65;Médio completo;Conhece bem;Conhece só de ouvir falar;Ótima;Boa;Ótima;Regular;Capital;Trabalha;5 a 10 SM;AC;0.07250812172685384
2023;232624;Feminino;60 ou mais;70;Fund. 2 completo;Conhece mais ou menos;Conhece mais ou menos;Não sabe;Não sabe;Não sabe;Não sabe;Capital;Não trabalha;Sem rendimento;AC;0.08824183696782949
2023;232674;Masculino;45 a 59;54;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Regular;Boa;Regular;Capital;Trabalha;3 a 5 SM;AC;0.060129265550579965
2023;232720;Masculino;25 a 34;28;Médio completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Regular;Regular;Regular;Regular;Interior;Trabalha;3 a 5 SM;AC;0.1803026174045238
2023;232723;Masculino;35 a 44;nan;Superior completo;Não sabe;Não sabe;nan;nan;nan;nan;Interior;Não trabalha;Até 1 SM;AC;0.10415417287099696
2023;232742;Feminino;45 a 59;56;Médio completo;Conhece mais ou menos;Conhece mais ou menos;Ótima;Ótima;Ótima;Ótima;Capital;Não trabalha;2 a 3 SM;AC;0.0863376770619177
2023;232744;Masculino;60 ou mais;25;Médio completo;Conhece só de ouvir falar;Conhece bem;Boa;Ótima;Ótima;Ótima;Interior;Trabalha;1 a 2 SM;AC;0.07250812172685384
2023;232746;Masculino;25 a 34;29;Médio completo;Conhece só de ouvir falar;Conhece mais ou menos;Regular;Regular;Regular;Regular;Capital;Trabalha;1 a 2 SM;AC;0.1803026174045238
2023;232817;Feminino;35 a 44;38;Médio completo;Conhece mais ou menos;Conhece bem;Ótima;Ótima;Ótima;Ótima;Capital;Trabalha;Até 1 SM;AC;0.11634646043301534
2023;232829;Feminino;16 a 24;24;Médio completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Não sabe;Não sabe;Não sabe;Não sabe;Capital;Trabalha;Até 1 SM;AC;0.5648441706357159
2023;232863;Masculino;45 a 59;50;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Não sabe;Não sabe;Boa;Boa;Interior;Trabalha;Mais de 10 SM;AC;0.060129265550579965
2023;232913;Masculino;45 a 59;34;Médio completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Boa;Boa;Boa;Ótima;Capital;Trabalha;5 a 10 SM;AC;0.060129265550579965
2023;232925;Masculino;45 a 59;49;Médio completo;Conhece mais ou menos;Conhece mais ou menos;Ótima;Ótima;Boa;Boa;Capital;Trabalha;3 a 5 SM;AC;0.060129265550579965
2023;232942;Feminino;60 ou mais;72;Superior completo;Conhece mais ou menos;Conhece só de ouvir falar;Boa;Boa;Ótima;Regular;Interior;Não trabalha;2 a 3 SM;AC;0.08824183696782949
2023;232957;Masculino;35 a 44;42;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Ótima;Boa;Boa;Capital;Trabalha;1 a 2 SM;AC;0.10415417287099696
2023;233024;Feminino;35 a 44;38;Superior completo;Conhece bem;Conhece bem;Ótima;Ótima;Ótima;Ótima;Capital;Trabalha;1 a 2 SM;AC;0.11634646043301534
2023;233048;Masculino;45 a 59;48;Superior completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Ótima;Boa;Boa;Boa;Capital;Trabalha;1 a 2 SM;AC;0.060129265550579965
2023;233133;Feminino;25 a 34;nan;Médio completo;Conhece bem;Conhece só de ouvir falar;Regular;Regular;Regular;Regular;Capital;Não trabalha;Até 1 SM;AC;0.2713943809924055
2023;233147;Masculino;60 ou mais;60;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Ótima;Boa;Boa;Boa;Capital;Não trabalha;Mais de 10 SM;AC;0.07250812172685384
2023;233171;Feminino;45 a 59;nan;Superior completo;Nunca ouviu falar;Conhece bem;nan;Boa;nan;Boa;Interior;Trabalha;Até 1 SM;AC;0.0863376770619177
2023;233248;Masculino;25 a 34;26;Superior completo;Nunca ouviu falar;Conhece só de ouvir falar;nan;Boa;nan;Boa;Interior;Trabalha;5 a 10 SM;AC;0.1803026174045238
2023;233267;Feminino;60 ou mais;68;Fund. 1 completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Regular;Regular;Regular;Regular;Capital;Não trabalha;2 a 3 SM;AC;0.08824183696782949
2023;233269;Masculino;45 a 59;52;Médio completo;Conhece mais ou menos;Conhece bem;Ótima;Ótima;Boa;Boa;Capital;Não trabalha;3 a 5 SM;AC;0.060129265550579965
2023;233277;Masculino;35 a 44;43;Superior completo;Conhece bem;Conhece bem;Ótima;Ótima;Ótima;Ótima;Interior;Trabalha;5 a 10 SM;AC;0.10415417287099696
2023;233305;Masculino;16 a 24;24;Superior completo;Conhece mais ou menos;Conhece só de ouvir falar;Regular;Regular;Boa;Boa;Capital;Trabalha;5 a 10 SM;AC;0.4366479786438916
2023;233319;Masculino;35 a 44;42;Médio completo;Conhece bem;Conhece bem;Ótima;Ótima;Ótima;Ótima;Capital;Trabalha;1 a 2 SM;AC;0.10415417287099696
2023;233367;Feminino;45 a 59;53;Médio completo;Conhece bem;Conhece bem;Ótima;Ótima;Boa;Ótima;Capital;Não trabalha;3 a 5 SM;AC;0.0863376770619177
2023;233458;Masculino;45 a 59;57;Superior completo;Conhece bem;Conhece bem;Ótima;Ótima;Ótima;Ótima;Região metropolitana;Não trabalha;5 a 10 SM;AC;0.060129265550579965
2023;233465;Feminino;35 a 44;36;Superior completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Ótima;Boa;Ótima;Ótima;Capital;Não trabalha;2 a 3 SM;AC;0.11634646043301534
2023;233641;Feminino;35 a 44;37;Fund. 2 completo;Nunca ouviu falar;Conhece bem;nan;Ótima;nan;Ótima;Interior;Não trabalha;Até 1 SM;AC;0.11634646043301534
2023;234282;Feminino;35 a 44;nan;Superior completo;Conhece bem;Conhece mais ou menos;Boa;Boa;Ótima;Ótima;Capital;Trabalha;5 a 10 SM;AC;0.11634646043301534
2023;234291;Feminino;35 a 44;nan;Médio completo;Nunca ouviu falar;Nunca ouviu falar;nan;nan;nan;nan;Interior;Trabalha;Até 1 SM;AC;0.11634646043301534
2023;234293;Masculino;45 a 59;45;Fund. 2 completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Boa;Boa;Boa;Boa;Capital;Trabalha;3 a 5 SM;AC;0.060129265550579965
2023;234333;Masculino;60 ou mais;60;Superior completo;Conhece só de ouvir falar;Conhece bem;Ótima;Ótima;Ótima;Ótima;Interior;Trabalha;2 a 3 SM;AC;0.07250812172685384
2023;234340;Masculino;45 a 59;49;Superior completo;Conhece bem;Conhece bem;Regular;Regular;Regular;Regular;Capital;Trabalha;3 a 5 SM;AC;0.060129265550579965
2023;234342;Masculino;45 a 59;47;Médio completo;Conhece bem;Conhece bem;Boa;Boa;Boa;Ótima;Capital;Trabalha;1 a 2 SM;AC;0.060129265550579965
2023;234362;Masculino;35 a 44;nan;Fund. 2 completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Boa;Boa;Não sabe;Ótima;Capital;Trabalha;1 a 2 SM;AC;0.10415417287099696
2023;234382;Masculino;35 a 44;44;Médio completo;Conhece só de ouvir falar;Conhece bem;Não sabe;Ótima;Boa;Ótima;Capital;Trabalha;3 a 5 SM;AC;0.10415417287099696
2023;234427;Feminino;60 ou mais;64;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Ótima;Ótima;Boa;Boa;Capital;Trabalha;1 a 2 SM;AC;0.08824183696782949
2023;234451;Feminino;16 a 24;21;Fund. 2 completo;Conhece mais ou menos;Conhece só de ouvir falar;Ótima;Boa;Ótima;Ótima;Interior;Trabalha;Até 1 SM;AC;0.5648441706357159
2023;234455;Feminino;45 a 59;55;Superior completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Boa;Boa;Boa;Boa;Interior;Trabalha;2 a 3 SM;AC;0.0863376770619177
2023;234473;Masculino;35 a 44;39;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Regular;Regular;Capital;Trabalha;NS/NR;AC;0.10415417287099696
2023;234477;Masculino;60 ou mais;60;Médio completo;Conhece só de ouvir falar;Conhece bem;Boa;Boa;Boa;Boa;Interior;Trabalha;5 a 10 SM;AC;0.07250812172685384
2023;234518;Feminino;45 a 59;55;Médio completo;Conhece mais ou menos;Não sabe;Ótima;nan;Não sabe;nan;Capital;Trabalha;2 a 3 SM;AC;0.0863376770619177
2023;234524;Feminino;45 a 59;54;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Ótima;Ótima;Boa;Boa;Interior;Trabalha;2 a 3 SM;AC;0.0863376770619177
2023;231035;Masculino;45 a 59;51;Superior completo;Conhece bem;Conhece bem;Boa;Boa;Ótima;Ótima;Capital;Trabalha;Mais de 10 SM;AL;0.2579712534820993
2023;231081;Feminino;35 a 44;38;Médio completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Ótima;Ótima;Interior;Trabalha;3 a 5 SM;AL;0.507566351632276
2023;231097;Feminino;60 ou mais;63;Médio completo;Conhece mais ou menos;Conhece mais ou menos;Ótima;Ótima;Boa;Boa;Capital;Trabalha;2 a 3 SM;AL;0.8441592716647855
2023;231105;Feminino;60 ou mais;62;Superior completo;Conhece mais ou menos;Conhece só de ouvir falar;Boa;Boa;Ótima;Ótima;Capital;Não trabalha;NS/NR;AL;0.8441592716647855
2023;231180;Masculino;45 a 59;44;Médio completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Boa;Boa;Interior;Trabalha;2 a 3 SM;AL;0.2579712534820993
2023;231194;Masculino;25 a 34;27;Médio completo;Conhece mais ou menos;Conhece mais ou menos;Ótima;Ótima;Ótima;Ótima;Capital;Trabalha;Até 1 SM;AL;0.7909315155194173
2023;231234;Masculino;35 a 44;40;Médio completo;Conhece bem;Conhece bem;Boa;Boa;Boa;Boa;Região metropolitana;Trabalha;3 a 5 SM;AL;0.28253354663763514
2023;231267;Masculino;35 a 44;37;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Regular;Regular;Boa;Interior;Trabalha;Mais de 10 SM;AL;0.28253354663763514
2023;231301;Feminino;35 a 44;30;Superior completo;Conhece bem;Conhece bem;Boa;Boa;Boa;Boa;Interior;Trabalha;3 a 5 SM;AL;0.507566351632276
2023;231401;Feminino;25 a 34;nan;Fund. 2 completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Regular;Regular;Regular;Regular;Capital;Não trabalha;Até 1 SM;AL;0.6003174322880448
2023;231435;Feminino;35 a 44;nan;Médio completo;Conhece só de ouvir falar;Conhece bem;Boa;Ótima;Boa;Boa;Capital;Trabalha;2 a 3 SM;AL;0.507566351632276
2023;231460;Masculino;45 a 59;nan;Fund. 1 completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Boa;Boa;Capital;Trabalha;1 a 2 SM;AL;0.2579712534820993
2023;231491;Masculino;25 a 34;27;Fund. 2 completo;Conhece mais ou menos;Não sabe;Boa;nan;Regular;nan;Interior;Não trabalha;Mais de 10 SM;AL;0.7909315155194173
2023;231536;Feminino;25 a 34;nan;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Boa;Ótima;Capital;Trabalha;3 a 5 SM;AL;0.6003174322880448
2023;231559;Feminino;45 a 59;45;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Ótima;Ótima;Capital;Trabalha;Mais de 10 SM;AL;0.3798146917472601
2023;231634;Masculino;35 a 44;37;Médio completo;Conhece mais ou menos;Conhece mais ou menos;Ótima;Ótima;Boa;Boa;Capital;Trabalha;3 a 5 SM;AL;0.28253354663763514
2023;231662;Feminino;60 ou mais;nan;Superior completo;Nunca ouviu falar;Conhece só de ouvir falar;nan;Não sabe;nan;Não sabe;Capital;Não trabalha;NS/NR;AL;0.8441592716647855
2023;231681;Masculino;45 a 59;nan;Médio completo;Conhece só de ouvir falar;Conhece bem;Regular;Ótima;Regular;Regular;Capital;Não trabalha;Até 1 SM;AL;0.2579712534820993
2023;231692;Feminino;60 ou mais;65;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Ótima;Ótima;Capital;Trabalha;5 a 10 SM;AL;0.8441592716647855
2023;231703;Masculino;60 ou mais;nan;Fund. 2 completo;Nunca ouviu falar;Conhece só de ouvir falar;nan;Regular;nan;Boa;Interior;Trabalha;Até 1 SM;AL;0.5400838345995046
2023;231714;Masculino;45 a 59;55;Fund. 2 completo;Conhece mais ou menos;Conhece bem;Ótima;Ótima;Ótima;Ótima;Capital;Trabalha;1 a 2 SM;AL;0.2579712534820993
2023;231763;Masculino;45 a 59;53;Médio completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Boa;Boa;Boa;Ótima;Capital;Trabalha;1 a 2 SM;AL;0.2579712534820993
2023;231776;Masculino;60 ou mais;nan;Superior completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Ótima;Boa;Capital;Não trabalha;5 a 10 SM;AL;0.5400838345995046
2023;231791;Masculino;35 a 44;nan;Fund. 2 completo;Conhece bem;Conhece bem;Ótima;Ótima;Ótima;Ótima;Capital;Não trabalha;2 a 3 SM;AL;0.28253354663763514
2023;231843;Feminino;45 a 59;58;Médio completo;Conhece mais ou menos;Conhece mais ou menos;Regular;Boa;Boa;Boa;Interior;Trabalha;1 a 2 SM;AL;0.3798146917472601
2023;231869;Feminino;45 a 59;46;Superior completo;Conhece bem;Conhece mais ou menos;Ótima;Ótima;Ótima;Ótima;Capital;Não trabalha;2 a 3 SM;AL;0.3798146917472601
2023;231911;Masculino;35 a 44;30;Superior completo;Conhece só de ouvir falar;Conhece mais ou menos;Boa;Ótima;Ótima;Boa;Capital;Trabalha;Mais de 10 SM;AL;0.28253354663763514
2023;231958;Feminino;25 a 34;29;Médio completo;Conhece mais ou menos;Nunca ouviu falar;Ótima;nan;Regular;nan;Capital;Trabalha;Até 1 SM;AL;0.6003174322880448
2023;231970;Feminino;35 a 44;35;Superior completo;Conhece mais ou menos;Conhece só de ouvir falar;Boa;Boa;Boa;Boa;Capital;Trabalha;Mais de 10 SM;AL;0.507566351632276
2023;231980;Feminino;35 a 44;31;Superior completo;Nunca ouviu falar;Conhece mais ou menos;nan;Boa;nan;Ótima;Interior;Trabalha;Até 1 SM;AL;0.507566351632276
2023;231983;Masculino;60 ou mais;58;Fund. 1 completo;Conhece só de ouvir falar;Conhece mais ou menos;Boa;Regular;Ruim;Regular;Interior;Não trabalha;Até 1 SM;AL;0.5400838345995046
2023;231989;Masculino;35 a 44;nan;Superior completo;Conhece mais ou menos;Conhece bem;Boa;Boa;Boa;Boa;Interior;Trabalha;Até 1 SM;AL;0.28253354663763514
2023;232071;Feminino;35 a 44;nan;Médio completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Boa;Boa;Capital;Trabalha;Até 1 SM;AL;0.507566351632276
2023;232097;Masculino;45 a 59;nan;Superior completo;Conhece bem;Conhece bem;Ótima;Ótima;Ótima;Ótima;Capital;Trabalha;2 a 3 SM;AL;0.2579712534820993
2023;232104;Masculino;16 a 24;nan;Médio completo;Conhece mais ou menos;Conhece mais ou menos;Boa;Boa;Ótima;Ótima;Capital;Trabalha;NS/NR;AL;1.8626370811285589
2023;232114;Feminino;45 a 59;46;Fund. 1 completo;Conhece bem;Conhece bem;Boa;Ótima;Boa;Boa;Capital;Trabalha;Até 1 SM;AL;0.3798146917472601
2023;232119;Masculino;35 a 44;42;Superior completo;Conhece bem;Conhece bem;Ótima;Ótima;Ótima;Ótima;Capital;Trabalha;Mais de 10 SM;AL;0.28253354663763514
2023;232198;Masculino;45 a 59;46;Fund. 2 completo;Conhece bem;Conhece bem;Ótima;Ótima;Ótima;Ótima;Interior;Trabalha;1 a 2 SM;AL;0.2579712534820993
2023;232236;Masculino;35 a 44;33;Superior completo;Conhece só de ouvir falar;Conhece só de ouvir falar;Boa;Boa;Regular;Ótima;Interior;Trabalha;3 a 5 SM;AL;0.28253354663763514
2023;232242;Masculino;45 a 59;48;Fund. 2 completo;Conhece bem;Conhece só de ouvir falar;Ótima;Ótima;Ótima;Ótima;Capital;Trabalha;2 a 3 SM;AL;0.2579712534820993
