ano;id;p2;p3;p5;p6;abord;p7_1;p7_1_1;p7_1_2;p7_1_3;p7_1_4;p7_1_5;p7_1_6;p7_1_7;p7_1_8;p7_1_9;p7_1_10;p7_1_11;p7_1_12;p7_2;p7_2_1;p7_2_2;p7_2_3;p7_2_4;p7_2_5;p7_2_6;p7_2_7;p7_2_8;p7_2_9;p7_2_10;p7_2_11;p7_3;p7_3_1;p7_3_2;p7_3_3;p7_3_4;p7_3_5;p7_3_6;p8_1;p8_2;p8_3;p8_4;p8_5;p8_6;p8_7;p9_1;p9_2;p9_3;p9_4;p9_5;p9_6;p9_7;p9_8;p9_9;p9_10;p10;p11;p12_1;p12_2;p12_3;p12_4;p12_5;p12_6;p12_7;p13_1;p13_2;p13_3;p14_1;p14_2;p14_3;p14_4;p14_5;p14_6;p14_7;p15_1;p15_2;p15_3;p15_4;p15_5;p15_6;p15_7;p15_8;p15_9;p15_10;p15_11;p15_12;p16;p17;p18;p19;peso
2023;62637871;Pequena;Sudeste;Assistente de RH / Auxiliar de RH/ Auxiliar Adm de RH/ Assist DP e RH;De 20 a 99 funcionários;Educação Profissional e Educação Superior;Outras;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;UNIP;ANHANGUERA;CRUZEIRO DO SUL;nan;nan;nan;nan;nan;nan;nan;nan;nan;CRUZEIRO DO SUL;ANHANGUERA;UNIP;FATEC;ETEC;nan;nan;SENAI;SENAC;PAULA SOUZA;Instituto Federal;nan;nan;nan;SENAI;CRUZEIRO DO SUL;nan;nan;nan;nan;nan;nan;nan;nan;NENHUMA / NÃO SABE;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;Cursos técnicos/cursos profissionalizantes/Forma para o mercado de trabalho/cursos para a indústria/ex: tecnolog;Variedade de cursos;Qualidade de ensino/bons cursos/método de ensino/certificado reconhecido pelo MEC/completos em disciplina;nan;nan;nan;nan;3;5;5;5;5;5;5;5;4;3;3;5;Certamente contrataria seus serviços;Certamente poderia contratar estes profissionais;Provavelmente poderia contratar seus serviços;Certamente poderia contratar estes profissionais;1.32708
2023;62634553;Pequena;Sul;Analista de RH;De 20 a 99 funcionários;Educação Profissional e Educação Superior;SENAI;Outras;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;Outras;Outras;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;SESI;SENAI;SENAC;SEBRAE;nan;nan;nan;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;SESI;nan;nan;nan;nan;nan;nan;nan;nan;nan;SESI;NENHUMA / NÃO SABE;Cursos técnicos/profissionalizantes/profissionaliza para mercado de trabalho/voltada p industria/formação profiss;Ensina/capacita/qualifica/melhor formação/melhor qualidade dos candidatos/desenvolvimento/profissionais qualidade;Cursos na área da empresa/atende o nosso segmento/atende nossas demandas/atende as expectativas;Qualidade do ensino/bom método de ensino/tem metodologia específica/segue grade de ensino, currículo escolar/...;nan;nan;nan;nan;nan;nan;Cursos técnicos/cursos profissionalizantes/Forma para o mercado de trabalho/cursos para a indústria/ex: tecnolog;Capacitação/aprendizado/treinamento/maior qualificação/palestras/cursos/palestras/atualização/ensino/aperfeiçoam;Parceria/trabalha com ele//contratamos por ele/convenio/trabalha com pessoas que estudaram lá/envia func p cursos.;nan;nan;nan;nan;4;5;5;4;5;4;5;4;5;4;4;5;Provavelmente contrataria seus serviços;Provavelmente poderia contratar estes profissionais;Certamente poderia contratar seus serviços;Certamente poderia contratar estes profissionais;1.26027
2023;62635052;Grande;Centro-Oeste;Analista de RH;500 ou mais funcionários;Educação Profissional;Outras;SENAT;SESI;Sest;nan;nan;nan;nan;nan;nan;nan;nan;nan;Outras;ESTÁCIO;Outras;CTCEM;SESI;nan;nan;nan;nan;nan;nan;nan;SESI;SENAI;Sest;CTCEM;nan;nan;nan;SENAC;SEBRAE;Instituto Federal;nan;nan;nan;nan;SENAC;SENAT;Outras;SESI;Sest;nan;nan;nan;nan;nan;Sest;NENHUMA / NÃO SABE;Diversidade de cursos/gama de opções/cursos variados;Parceria/trabalho com essa instituição/já utilizei ela/tenho menores aprendizes fazem cursos lá/tem colaboradores;Valores mais acessíveis/preço acessível/acessível para baixa renda/desconto nas mensalidades;Atende várias classes sociais;Oportunidades;nan;nan;nan;nan;nan;Grande instituição/a maior insituição de ensino regional;Parceria/trabalha com ele//contratamos por ele/convenio/trabalha com pessoas que estudaram lá/envia func p cursos.;Tradição/antiga/há muitos anos no mercado/tem anos de experiência no mercado/o histórico da instituição/pioneira;Qualidade/excelência;Pronto atendimento/apoio às empresas/dá assessoria/são atenciosos/Atendimento de qualidade/dá suporte/vis técnicas;nan;nan;5;5;5;5;5;5;5;5;5;5;5;5;Certamente contrataria seus serviços;Certamente poderia contratar estes profissionais;Certamente poderia contratar seus serviços;Certamente poderia contratar estes profissionais;0.28669
2023;62632892;Pequena;Sudeste;Analista de RH;De 20 a 99 funcionários;Educação Profissional;Outras;SENAI;ANHANGUERA;Outras;MAUA;UMA;nan;nan;nan;nan;nan;nan;nan;ANHANGUERA;UNIP;Outras;MAUA;nan;nan;nan;nan;nan;nan;nan;nan;Outras;MAUA;Outras;nan;nan;nan;nan;SENAC;SEBRAE;SENAT;Instituto Federal;nan;nan;nan;ANHANGUERA;nan;nan;nan;nan;nan;nan;nan;nan;nan;UMA;ANHANGUERA;Curso superior;Qualidade do ensino/bom método de ensino/tem metodologia específica/segue grade de ensino, currículo escolar/...;Boa estrutura/ex: laboratório, material, equipamentos, tecnologia, mais salas, etc;Crescimento profissional, começa estagiário até gerencia;nan;nan;nan;Muito dificultosa/ burocrática em relação a documentação acesso as pessoas e resolução dos problemas;nan;nan;Cursos técnicos/cursos profissionalizantes/Forma para o mercado de trabalho/cursos para a indústria/ex: tecnolog;Capacitação/aprendizado/treinamento/maior qualificação/palestras/cursos/palestras/atualização/ensino/aperfeiçoam;Atende nossa necessidade/de acordo com o que precisamos/mais adequados as funções da empresa/específico p empresa;nan;nan;nan;nan;Não sabe;5;5;5;4;5;5;5;Não sabe;Não sabe;Não sabe;3;Certamente contrataria seus serviços;Certamente poderia contratar estes profissionais;Certamente poderia contratar seus serviços;Certamente poderia contratar estes profissionais;1.32708
2023;62645124;Média;Norte;Analista de RH;De 20 a 99 funcionários;Educação Profissional e Educação Superior;SENAI;SEBRAE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;ESTÁCIO;UNIP;Outras;nan;nan;nan;nan;nan;nan;nan;nan;nan;SENAI;SEBRAE;nan;nan;nan;nan;nan;SENAC;Instituto Federal;nan;nan;nan;nan;nan;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;SENAI;NENHUMA / NÃO SABE;Diversidade de cursos/gama de opções/cursos variados;Ensina/capacita/qualifica/melhor formação/melhor qualidade dos candidatos/desenvolvimento/profissionais qualidade;Qualidade do ensino/bom método de ensino/tem metodologia específica/segue grade de ensino, currículo escolar/...;Cursos são aceitos em todo o Brasil;nan;nan;nan;nan;nan;nan;Confiável/passa credibilidade;Professores bons/profissionais capacitados para ensinar;Estrutura/ex: laboratórios, sala, equipamentos, material didático, etc;Fazem a vistoria para verificar o desenvolvimento dos trabalhadores;Parceria/trabalha com ele//contratamos por ele/convenio/trabalha com pessoas que estudaram lá/envia func p cursos.;nan;nan;5;5;5;5;5;5;5;5;5;5;5;5;Certamente contrataria seus serviços;Certamente poderia contratar estes profissionais;Certamente poderia contratar seus serviços;Certamente poderia contratar estes profissionais;0.87832
2023;62638663;Média;Sudeste;Assistente de RH / Auxiliar de RH/ Auxiliar Adm de RH/ Assist DP e RH;De 20 a 99 funcionários;Educação Superior;SENAI;SEBRAE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;UNINOVE;UNIP;ANHANGUERA;CRUZEIRO DO SUL;SEBRAE;nan;nan;nan;nan;nan;nan;nan;SENAI;SEBRAE;nan;nan;nan;nan;nan;SENAC;PUC;Instituto Federal;nan;nan;nan;nan;SENAC;ANHANGUERA;UNINOVE;CRUZEIRO DO SUL;SEBRAE;nan;nan;nan;nan;nan;UNIP;NENHUMA / NÃO SABE;Qualidade do ensino/bom método de ensino/tem metodologia específica/segue grade de ensino, currículo escolar/...;Ensina/capacita/qualifica/melhor formação/melhor qualidade dos candidatos/desenvolvimento/profissionais qualidade;Inovação/atualizados, novas performances, novidades/mais atualizada/;Vestibular concorrido/requisitos técnicos para entrar na instituição/precisa passar no concurso;Maior qualidade/boa instituição/pela sua administração/é a melhor;nan;nan;nan;nan;nan;Cursos técnicos/cursos profissionalizantes/Forma para o mercado de trabalho/cursos para a indústria/ex: tecnolog;Capacitação/aprendizado/treinamento/maior qualificação/palestras/cursos/palestras/atualização/ensino/aperfeiçoam;nan;nan;nan;nan;nan;4;4;5;5;5;4;5;4;5;5;4;4;Provavelmente contrataria seus serviços;Certamente poderia contratar estes profissionais;Certamente poderia contratar seus serviços;Certamente poderia contratar estes profissionais;0.89405
2023;62640312;Pequena;Sudeste;Coordenadora de DP/ Administrativo/ Encarregado de DP/ Supervisora Adm;De 20 a 99 funcionários;Educação Profissional e Educação Superior;SENAI;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;SENAI;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;SENAI;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;SENAC;PAULA SOUZA;nan;nan;nan;nan;nan;SENAI;nan;nan;nan;nan;nan;nan;nan;nan;nan;SENAI;NENHUMA / NÃO SABE;Voltado para area industrial;Ensina/capacita/qualifica/melhor formação/melhor qualidade dos candidatos/desenvolvimento/profissionais qualidade;Cursos na área da empresa/atende o nosso segmento/atende nossas demandas/atende as expectativas;Ensina na prática/tem mais a parte prática/teoria e prática;Qualidade do ensino/bom método de ensino/tem metodologia específica/segue grade de ensino, currículo escolar/...;nan;nan;nan;nan;nan;Capacitação/aprendizado/treinamento/maior qualificação/palestras/cursos/palestras/atualização/ensino/aperfeiçoam;Atende nossa necessidade/de acordo com o que precisamos/mais adequados as funções da empresa/específico p empresa;nan;nan;nan;nan;nan;3;4;4;5;3;5;5;4;5;4;4;5;Certamente contrataria seus serviços;Certamente poderia contratar estes profissionais;Certamente poderia contratar seus serviços;Certamente poderia contratar estes profissionais;1.32708
2023;62638401;Média;Sul;Gerente de RH/ DHO / Gerente de Desenvolvimento Humano;De 100 a 499 funcionários;Educação Superior;SENAI;SENAC;SESI;Instituto Federal;nan;nan;nan;nan;nan;nan;nan;nan;nan;UCS;SENAI;SENAC;FGV;SESI;FATEC;Outras;nan;nan;nan;nan;nan;UCS;SENAI;SENAC;SESI;Outras;nan;nan;PUC;ANHANGUERA;ESTÁCIO;Instituto Federal;nan;nan;nan;SENAI;SENAC;ANHANGUERA;Instituto Federal;UCS;FGV;SESI;FATEC;Outras;nan;Outras;NENHUMA / NÃO SABE;Qualidade do ensino/bom método de ensino/tem metodologia específica/segue grade de ensino, currículo escolar/...;Ensina/capacita/qualifica/melhor formação/melhor qualidade dos candidatos/desenvolvimento/profissionais qualidade;Cursos técnicos/profissionalizantes/profissionaliza para mercado de trabalho/voltada p industria/formação profiss;Voltado para area industrial;nan;nan;nan;nan;nan;nan;Capacitação/aprendizado/treinamento/maior qualificação/palestras/cursos/palestras/atualização/ensino/aperfeiçoam;nan;nan;nan;nan;nan;nan;3;4;4;5;3;4;4;4;3;3;3;4;Provavelmente contrataria seus serviços;Provavelmente poderia contratar estes profissionais;Provavelmente poderia contratar seus serviços;Provavelmente poderia contratar estes profissionais;0.92925
2023;62645158;Pequena;Sudeste;Coordenador de RH/ DHO / Coordenador de DHO /Coordenadora de Treinamento/ Supevisor de RH;De 100 a 499 funcionários;Educação Profissional e Educação Superior;Outras;Outras;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;UNOPAR;Outras;nan;nan;nan;nan;nan;SENAI;SENAC;nan;nan;nan;nan;nan;SENAI;SENAC;UNOPAR;nan;nan;nan;nan;nan;nan;nan;SENAC;NENHUMA / NÃO SABE;Bom atendimento/tem mais contato/fácil dialogar/disponível no atendimento/dão suporte/orientam/faz visitas;Qualidade do ensino/bom método de ensino/tem metodologia específica/segue grade de ensino, currículo escolar/...;Cronograma exigente/cumpre calendário/atende dentro do prazo solicitado/tem prazo entrega certificado...;Credibilidade/confiável;Boa estrutura/ex: laboratório, material, equipamentos, tecnologia, mais salas, etc;Vestibular concorrido/requisitos técnicos para entrar na instituição/precisa passar no concurso;nan;nan;nan;nan;Menor aprendiz/capacitação de jovens;Cursos técnicos/cursos profissionalizantes/Forma para o mercado de trabalho/cursos para a indústria/ex: tecnolog;nan;nan;nan;nan;nan;1;5;5;5;4;4;3;5;4;3;3;4;Provavelmente contrataria seus serviços;Certamente poderia contratar estes profissionais;Provavelmente não contrataria seus serviços;Certamente poderia contratar estes profissionais;1.32708
2023;62638303;Pequena;Sul;Analista de RH;De 20 a 99 funcionários;Educação Profissional;Outras;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;UCS;FGV;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;SENAI;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;SENAC;SEBRAE;SENAT;nan;nan;nan;nan;Outras;nan;nan;nan;nan;nan;nan;nan;nan;nan;Outras;NENHUMA / NÃO SABE;Tem treinamento na parte emocional;Ensina/capacita/qualifica/melhor formação/melhor qualidade dos candidatos/desenvolvimento/profissionais qualidade;Qualidade do ensino/bom método de ensino/tem metodologia específica/segue grade de ensino, currículo escolar/...;Inovação/atualizados, novas performances, novidades/mais atualizada/;Boa estrutura/ex: laboratório, material, equipamentos, tecnologia, mais salas, etc;nan;nan;nan;nan;nan;Cursos técnicos/cursos profissionalizantes/Forma para o mercado de trabalho/cursos para a indústria/ex: tecnolog;Boa formação prática/colocar a teoria na prática /oferece teoria e prática;nan;nan;nan;nan;nan;Não sabe;5;Não sabe;5;3;Não sabe;Não sabe;Não sabe;4;Não sabe;Não sabe;Não sabe;Provavelmente contrataria seus serviços;Provavelmente poderia contratar estes profissionais;NÃO LER: Não sei se contrataria ou não;Provavelmente poderia contratar estes profissionais;1.26027
2023;62645157;Pequena;Sudeste;Coordenador de RH/ DHO / Coordenador de DHO /Coordenadora de Treinamento/ Supevisor de RH;500 ou mais funcionários;Educação Superior;SENAI;SENAC;Outras;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;UNIP;SÃO JUDAS;SENAC;Outras;ESCOLA ESTADUAL DE FORMAÇÃO PROFISSIONAL;nan;nan;nan;nan;nan;nan;nan;SENAI;SENAC;Outras;ETEC;nan;nan;nan;PUC;ANHANGUERA;ESTÁCIO;Instituto Federal;nan;nan;nan;PUC;ANHANGUERA;Outras;ESCOLA ESTADUAL DE FORMAÇÃO PROFISSIONAL;nan;nan;nan;nan;nan;nan;SENAC;NENHUMA / NÃO SABE;Boa qualificação do corpo docente/professores tem doutorado/quadro docente primeira linha/professores capacitados;Profissionais que trabalham lá são renomados/bons profissionais;Muitas pessoas conhecidas estudam lá/filha está na instituição/sobrinhas estudaram lá/amigos estudaram lá;Fui professora lá/trabalhei lá;nan;nan;nan;nan;nan;nan;Qualidade de ensino/bons cursos/método de ensino/certificado reconhecido pelo MEC/completos em disciplina;Qualidade/excelência;nan;nan;nan;nan;nan;5;5;4;5;4;4;4;4;5;5;4;5;Certamente contrataria seus serviços;Provavelmente poderia contratar estes profissionais;Provavelmente poderia contratar seus serviços;Provavelmente poderia contratar estes profissionais;1.32708
2023;62645164;Média;Sudeste;Assistente de RH / Auxiliar de RH/ Auxiliar Adm de RH/ Assist DP e RH;De 100 a 499 funcionários;Educação Profissional e Educação Superior;ESTÁCIO;Outras;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;Outras;ESTÁCIO;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;ESTÁCIO;Instituto Federal;nan;nan;nan;nan;nan;SENAI;SENAC;Instituto Federal;nan;nan;nan;nan;SENAI;SENAC;ESTÁCIO;nan;nan;nan;nan;nan;nan;nan;ESTÁCIO;NENHUMA / NÃO SABE;Qualidade do ensino/bom método de ensino/tem metodologia específica/segue grade de ensino, currículo escolar/...;Boa qualificação do corpo docente/professores tem doutorado/quadro docente primeira linha/professores capacitados;Profissionais que trabalham lá são renomados/bons profissionais;Inovação/atualizados, novas performances, novidades/mais atualizada/;Compromissado/comprometimento;nan;nan;nan;nan;nan;Cursos técnicos/cursos profissionalizantes/Forma para o mercado de trabalho/cursos para a indústria/ex: tecnolog;Atende nossa necessidade/de acordo com o que precisamos/mais adequados as funções da empresa/específico p empresa;nan;nan;nan;nan;nan;5;5;5;3;4;5;4;5;5;5;5;4;Certamente contrataria seus serviços;Certamente poderia contratar estes profissionais;Certamente poderia contratar seus serviços;Certamente poderia contratar estes profissionais;0.89405
2023;62645163;Média;Sul;Gerente de DP/ Administrativo/ Chefe DP/ Gerente Administrativo/ Gerente Geral/ Lider de processo adm;De 20 a 99 funcionários;Educação Superior;UNICESUMAR;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;UNICESUMAR;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;SENAI;SENAC;PUC;Instituto Federal;nan;nan;nan;SENAI;SENAC;nan;nan;nan;nan;nan;nan;nan;nan;SENAI;NENHUMA / NÃO SABE;Qualidade do ensino/bom método de ensino/tem metodologia específica/segue grade de ensino, currículo escolar/...;Boa qualificação do corpo docente/professores tem doutorado/quadro docente primeira linha/professores capacitados;Profissionais que trabalham lá são renomados/bons profissionais;Inovação/atualizados, novas performances, novidades/mais atualizada/;Diversidade de cursos/gama de opções/cursos variados;Cursos técnicos/profissionalizantes/profissionaliza para mercado de trabalho/voltada p industria/formação profiss;nan;nan;nan;nan;Cursos técnicos/cursos profissionalizantes/Forma para o mercado de trabalho/cursos para a indústria/ex: tecnolog;Variedade de cursos;nan;nan;nan;nan;nan;Não sabe;3;2;2;2;3;2;4;3;2;2;2;Provavelmente contrataria seus serviços;Certamente poderia contratar estes profissionais;Provavelmente poderia contratar seus serviços;Provavelmente poderia contratar estes profissionais;0.92925
2023;62638280;Pequena;Sul;Coordenador de RH/ DHO / Coordenador de DHO /Coordenadora de Treinamento/ Supevisor de RH;De 100 a 499 funcionários;Educação Profissional e Educação Superior;SENAI;CEE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;Unisinos;Outras;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;Outras;Unisinos;Outras;nan;nan;nan;nan;SENAC;Instituto Federal;nan;nan;nan;nan;nan;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;Outras;NENHUMA / NÃO SABE;É a única na cidade/não conheço outras por causa da localização/única que conheço/única que trabalhei/tive cont;Facilidade aos cursos;Subsidio a funcionários/bolsa de estudos aos funcionários;Diversidade de cursos/gama de opções/cursos variados;nan;nan;nan;nan;nan;nan;Menor aprendiz/capacitação de jovens;Qualidade de ensino/bons cursos/método de ensino/certificado reconhecido pelo MEC/completos em disciplina;nan;nan;nan;nan;nan;Não sabe;4;4;4;4;3;3;Não sabe;4;4;1;3;Provavelmente contrataria seus serviços;Provavelmente poderia contratar estes profissionais;Certamente não contrataria seus serviços;Provavelmente poderia contratar estes profissionais;1.26027
2023;62645109;Média;Sudeste;Analista de DP/ Adm/ Processos/ Analista Administrativo/ Analista de processos organizacionais;De 100 a 499 funcionários;Educação Profissional;SENAI;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;SENAI;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;SENAC;SEBRAE;SENAT;ESCOLA ESTADUAL DE FORMAÇÃO PROFISSIONAL;nan;nan;nan;SENAI;nan;nan;nan;nan;nan;nan;nan;nan;nan;SENAI;NENHUMA / NÃO SABE;Menor aprendiz /formação dos jovens;Ensina na prática/tem mais a parte prática/teoria e prática;Diversidade de cursos/gama de opções/cursos variados;Qualidade do ensino/bom método de ensino/tem metodologia específica/segue grade de ensino, currículo escolar/...;Organização/mais organizados;nan;nan;nan;nan;nan;Qualidade de ensino/bons cursos/método de ensino/certificado reconhecido pelo MEC/completos em disciplina;Capacitação/aprendizado/treinamento/maior qualificação/palestras/cursos/palestras/atualização/ensino/aperfeiçoam;nan;nan;nan;nan;nan;Não sabe;4;4;3;3;3;Não sabe;5;Não sabe;Não sabe;4;4;Provavelmente contrataria seus serviços;Provavelmente poderia contratar estes profissionais;Provavelmente poderia contratar seus serviços;Provavelmente poderia contratar estes profissionais;0.89405
2023;62641251;Pequena;Sudeste;Analista de RH;De 20 a 99 funcionários;Educação Superior;SESI;SENAI;SENAC;Outras;nan;nan;nan;nan;nan;nan;nan;nan;nan;UNIARARAS;UNESP;Outras;USP;nan;nan;nan;nan;nan;nan;nan;nan;SENAI;ETEC;nan;nan;nan;nan;nan;UNIP;PUC;ANHANGUERA;ESTÁCIO;Instituto Federal;nan;nan;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;NENHUMA / NÃO SABE;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;Capacitação/aprendizado/treinamento/maior qualificação/palestras/cursos/palestras/atualização/ensino/aperfeiçoam;nan;nan;nan;nan;nan;nan;Não sabe;4;4;4;3;4;4;4;Não sabe;Não sabe;Não sabe;3;Certamente contrataria seus serviços;Provavelmente poderia contratar estes profissionais;Certamente poderia contratar seus serviços;Provavelmente poderia contratar estes profissionais;1.32708
2023;62640859;Média;Sudeste;Coordenadora de DP/ Administrativo/ Encarregado de DP/ Supervisora Adm;De 20 a 99 funcionários;Educação Profissional e Educação Superior;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;SENAI;SENAC;PAULA SOUZA;Instituto Federal;nan;nan;nan;SENAC;nan;nan;nan;nan;nan;nan;nan;nan;nan;NENHUMA / NÃO SABE;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;Falta de qualidade em serviços prestados;nan;nan;nan;nan;nan;nan;Não sabe;5;5;5;5;5;3;5;5;2;5;5;Provavelmente contrataria seus serviços;Provavelmente poderia contratar estes profissionais;Provavelmente poderia contratar seus serviços;Provavelmente poderia contratar estes profissionais;0.89405
2023;62633393;Média;Sul;Coordenador de RH/ DHO / Coordenador de DHO /Coordenadora de Treinamento/ Supevisor de RH;De 100 a 499 funcionários;Educação Profissional;SENAI;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;SENAI;PUC;UNICURITIBA;POSITIVO;nan;nan;nan;nan;nan;nan;nan;nan;PUC;CIEE;POSITIVO;nan;nan;nan;nan;SENAC;SEBRAE;SENAT;Instituto Federal;nan;nan;nan;SENAI;SENAC;SEBRAE;Instituto Federal;nan;nan;nan;nan;nan;nan;SENAI;NENHUMA / NÃO SABE;Inovação/atualizados, novas performances, novidades/mais atualizada/;Pelo retorno na empresa/quem passou por lá traz bons resultados;Diversidade de cursos/gama de opções/cursos variados;Ensina/capacita/qualifica/melhor formação/melhor qualidade dos candidatos/desenvolvimento/profissionais qualidade;Cursos técnicos/profissionalizantes/profissionaliza para mercado de trabalho/voltada p industria/formação profiss;Qualidade do ensino/bom método de ensino/tem metodologia específica/segue grade de ensino, currículo escolar/...;nan;nan;nan;nan;Reconhecida/forte na região/referência/escola renomada, conceituada/boa aceitação/certificado de relevância;Capacitação/aprendizado/treinamento/maior qualificação/palestras/cursos/palestras/atualização/ensino/aperfeiçoam;nan;nan;nan;nan;nan;5;5;4;4;4;4;4;4;3;5;4;5;Certamente contrataria seus serviços;Certamente poderia contratar estes profissionais;Certamente poderia contratar seus serviços;Certamente poderia contratar estes profissionais;0.92925
2023;62645167;Pequena;Sul;Analista de RH;De 20 a 99 funcionários;Educação Profissional;UCS;Outras;UNISET;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;UCS;Outras;UNISET;nan;nan;nan;nan;nan;nan;nan;nan;nan;SENAI;Sesc;Outras;nan;nan;nan;nan;SENAC;SEBRAE;Instituto Federal;ESCOLA ESTADUAL DE FORMAÇÃO PROFISSIONAL;nan;nan;nan;SENAC;SEBRAE;Instituto Federal;ESCOLA ESTADUAL DE FORMAÇÃO PROFISSIONAL;UCS;Outras;UNISET;nan;nan;nan;UCS;NENHUMA / NÃO SABE;É grande;Boa estrutura/ex: laboratório, material, equipamentos, tecnologia, mais salas, etc;Por ser federal/é federal;Voltado para area industrial;Proximidade/tem na cidade é mais acessivel/facilidade de estar na cidade/boa localização/por ser da região/próxima;nan;nan;nan;nan;nan;Atende nossa necessidade/de acordo com o que precisamos/mais adequados as funções da empresa/específico p empresa;nan;nan;nan;nan;nan;nan;3;4;4;3;4;3;3;3;4;5;3;4;Provavelmente contrataria seus serviços;Certamente poderia contratar estes profissionais;Provavelmente poderia contratar seus serviços;Certamente poderia contratar estes profissionais;1.26027
2023;62635644;Média;Sul;Gerente de RH/ DHO / Gerente de Desenvolvimento Humano;De 20 a 99 funcionários;Educação Profissional e Educação Superior;SENAI;NENHUMA / NÃO SABE;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;SENAI;Outras;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;SENAI;Uninville / Univalle;nan;nan;nan;nan;nan;SENAC;Instituto Federal;nan;nan;nan;nan;nan;SENAI;nan;nan;nan;nan;nan;nan;nan;nan;nan;SENAI;NENHUMA / NÃO SABE;Cursos técnicos/profissionalizantes/profissionaliza para mercado de trabalho/voltada p industria/formação profiss;Ensina/capacita/qualifica/melhor formação/melhor qualidade dos candidatos/desenvolvimento/profissionais qualidade;Qualidade do ensino/bom método de ensino/tem metodologia específica/segue grade de ensino, currículo escolar/...;Cursos na área da empresa/atende o nosso segmento/atende nossas demandas/atende as expectativas;Profissionais que trabalham lá são renomados/bons profissionais;Boa qualificação do corpo docente/professores tem doutorado/quadro docente primeira linha/professores capacitados;nan;nan;nan;nan;Capacitação/aprendizado/treinamento/maior qualificação/palestras/cursos/palestras/atualização/ensino/aperfeiçoam;Cursos técnicos/cursos profissionalizantes/Forma para o mercado de trabalho/cursos para a indústria/ex: tecnolog;nan;nan;nan;nan;nan;1;4;4;5;4;5;5;4;4;3;3;4;Certamente contrataria seus serviços;Provavelmente poderia contratar estes profissionais;Provavelmente não contrataria seus serviços;Provavelmente poderia contratar estes profissionais;0.92925
