CNPJ_Estabel
155000128
172000165
539000140
924000198
975000110
1389000190
1392000103
1411000100
1646000193
1849000180
1904000131
2329000191
2495000198
2989000172
3012000170
3036000129
3249000150
3395000186
3516000190
3519000123
4212000147
4225000116
4293000185
4669000151
4793000117
5063000130
5103000144
5275000118
5332000169
5373000155
5383000190
5478000104
5598000101
5787000184
5822000165
6027000191
6259000140
6391000151
6439000121
6687000172
7750000195
7762000110
7775000199
8096000134
8220000161
9353000152
9822000133
10511000194
10553000125
10640000182
10841000180
11009000106
11090000116
11344000104
11476000128
12477000197
12485000133
12628000107
12847000196
12888000182
12922000119
12977000129
13014000140
13251000100
13434000126
13574000102
13609000103
13964000174
14393000192
14425000150
14522000142
14838000134
15448000189
15671000126
16037000108
16058000123
16182000199
16576000147
17026000142
17734000183
17952000118
18215000130
18421000140
18668000166
18675000168
18781000141
19068000112
19403000182
19423000153
19431000108
19484000110
19502000164
19540000117
19643000187
19851000186
19940000122
20154000145
20778000162
20787000153
21254000196
21622000104
21787000178
22090000111
22128000156
22266000135
22307000193
22404000186
22826000151
22856000168
22885000120
22887000119
23224000119
23779000160
23841000114
24036000105
25060000169
25160000195
25240000140
25245000173
25298000194
25372000172
25634000107
25894000174
25947000157
26300000140
26315000108
26410000101
26438000149
26976000133
27304000142
27416000101
27469000114
27575000106
28204000130
28804000107
28822000180
28873000102
28986000108
29822000103
29897000186
30128000106
30196000167
30457000149
32789000162
33241000137
33709000193
33767000117
34236000149
34616000183
42291000180
43471000187
44222000106
44909000141
46565000100
48249000177
51722000175
52274000124
54825000199
55699000197
56633000111
56678000196
56784000170
56869000158
56956000105
56983000188
57240000122
57274000117
57819000195
57852000115
58052000119
58445000122
58641000105
58661000178
58756000191
59308000102
59799000191
59822000148
60095000139
60254000103
60274000176
61250000131
61616000172
61776000111
62509000169
62861000102
63215000151
63302000109
63335000159
63590000100
63682000181
63738000106
63779000194
64054000110
64494000178
65178000110
65391000122
65580000103
65584000183
65596000108
65644000168
65761000121
65768000143
66130000127
66422000160
66866000103
67457000113
67747000167
67985000172
68322000172
68525000169
68602000180
68629000173
68691000165
68841000130
69103000108
69556000134
69900000195
70008000124
70112000119
70414000197
70504000188
70509000100
70596000104
70698000111
70758000104
70788000102
71760000190
71808000160
72149000186
72331000137
72481000140
73255000184
73450000104
73694000197
73757000105
73898000128
74023000140
74569000100
74874000193
75017000108
75716000158
75730000151
75836000155
75961000165
76167000136
76605000166
76991000196
77074000126
77362000180
77401000140
77597000172
78296000163
78300000193
79826000198
80605000130
80671000100
80867000102
81537000123
81716000160
82089000182
82824000158
83203000199
84048000125
84055000127
84420000101
84455000132
84835000177
84980000158
85030000148
85052000108
85144000198
85375000100
85554000139
85622000160
85740000178
85833000100
86165000128
86338000108
86558000131
87060000193
87181000135
87324000109
87731000116
87743000140
87877000161
88026000133
88143000105
88312000107
88316000187
88381000102
89375000170
89448000123
89451000147
89663000124
90226000120
90322000179
90599000100
90624000147
90741000100
90744000144
91343000109
91886000126
91977000161
92042000108
92048000177
92082000141
92479000133
93037000101
93180000101
93197000150
93288000196
93570000173
93752000144
93791000141
93928000168
94907000167
95051000144
95125000142
95530000160
95675000161
95764000108
95839000150
95840000185
96067000171
96204000178
96631000156
96740000173
97117000135
97427000150
97446000186
97494000174
97899000102
97921000114
98809000106
99059000189
99435000135
99817000169
99889000106
100196000196
100408000135
100444000107
100668000100
100959000107
101321000182
101349000110
101401000138
101599000150
101896000103
102131000180
102349000134
